n_divergent_transitions,min_Rhat,max_Rhat,t_c1_w,t_c2_w,t_c3_w,t_c4_w,t_w_max,t_c1_s,t_c2_s,t_c3_s,t_c4_s,t_s_max,R_estimate,R_lower_cred_int,R_upper_cred_int,R_Rhat,k_estimate,k_lower_cred_int,k_upper_cred_int,k_Rhat,mutation_proba_estimate,mutation_proba_lower_cred_int,mutation_proba_upper_cred_int,mutation_proba_Rhat,testing_proba_estimate,testing_proba_lower_cred_int,testing_proba_upper_cred_int,testing_proba_Rhat,detection_proba_estimate,detection_proba_lower_cred_int,detection_proba_upper_cred_int,detection_proba_Rhat
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0007835265903862,1.0018655263136764,218.052,248.499,291.052,188.583,291.052,127.858,113.179,144.088,142.131,144.088,0.7676373592435146,0.5520324991665616,1.0748369403863531,1.000996127823954,0.519239090731002,0.1912641229433119,1.0164802673490272,1.0007835265903862,0.2907531627405296,0.2045039203724426,0.3799404702792835,1.000894149204486,0.50951849688971,0.08238871882002294,0.9703146459879851,1.0018655263136764,0.005095184968897101,8.238871882002294e-4,0.009703146459879852,1.0018655263136764
0,1.0002389466675696,1.0114808742263826,271.719,251.353,276.211,241.072,276.211,121.332,117.187,150.143,129.776,150.143,0.9275455413275385,0.7324182480674145,1.2043472055386388,1.0114808742263826,0.5122337105106004,0.1894338208312139,1.0415521604729863,1.0002389466675696,0.2863721901910772,0.19844697595131486,0.3793878855913027,1.0009557266109024,0.5687289880134512,0.10467020295593973,0.9798732355977309,1.007657954593747,0.00568728988013451,0.0010467020295593975,0.00979873235597731,1.007657954593747
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.001121668358103,1.0051783653071706,73.997,62.785,44.791,82.965,82.965,36.888,34.171,25.023,34.604,36.888,0.7116506963451585,0.4659527974049608,1.0150660069470352,1.0046960260842932,0.494846460247619,0.17533388111558318,0.9766647776890086,1.001121668358103,0.29066653627847777,0.20009786314069578,0.3876558985209471,1.0051783653071706,0.43290400827318626,0.07546342083791363,0.9313540473639232,1.0020873215066506,0.0043290400827318614,7.546342083791364e-4,0.009313540473639232,1.0020873215066508
0,0.999107438548667,1.0015928470877584,67.823,55.652,75.717,39.22,75.717,23.986,31.092,51.877,43.502,51.877,0.8279585338660336,0.6296565006301418,1.1170943925777839,1.0005232822680965,0.5141088971714667,0.1881283036003449,1.005981812921836,1.0014656625479121,0.28643049617078115,0.20101531888139904,0.3823637878232325,1.0015928470877584,0.5335605306920472,0.08629321153625258,0.9767823860458537,0.999107438548667,0.0053356053069204745,8.629321153625257e-4,0.009767823860458536,0.999107438548667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9995503816477589,1.0044639176479655,108.849,92.549,106.977,114.423,114.423,67.097,53.727,109.456,63.799,109.456,0.8742584769110535,0.6695364323934481,1.150578282074783,1.001446080722823,0.4411321390131203,0.143723395797076,0.9419681067294312,1.0015876664735957,0.28864574339111837,0.2009471538207426,0.38823619455018377,1.0044639176479655,0.5878547624421187,0.0994673326995381,0.9850883442284907,0.9995503816477589,0.00587854762442119,9.94673326995381e-4,0.009850883442284908,0.9995503816477589
0,1.0000876007286925,1.0043494278314793,330.385,239.557,366.835,329.714,366.835,244.812,134.424,231.621,157.216,244.812,1.0589323322374966,0.8942537354120691,1.2658154953345875,1.0003743872627224,0.46225973360359646,0.16166900813288884,0.9639316790698064,1.0021644359322905,0.28367738032002565,0.19735208968074844,0.37888958808983364,1.0043494278314793,0.6231872277168353,0.13203575630004197,0.9820065052701091,1.0000876007286925,0.0062318722771683545,0.0013203575630004198,0.009820065052701091,1.0000876007286925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9989766237209519,1.0036443528555503,100.026,74.468,74.351,66.485,100.026,61.757,56.522,41.814,49.155,61.757,0.7738584785047632,0.5497841107043566,1.0640392234938088,1.0036443528555503,0.5143955702778025,0.17894337603923863,1.0387915074388585,0.9991373927944324,0.29223637779356804,0.2015445353879217,0.39411770045682165,0.9989766237209519,0.504779049635029,0.0988544417658958,0.9641487238807284,1.0032330212415697,0.005047790496350291,9.88544417658958e-4,0.009641487238807285,1.0032330212415697
0,1.0013981256417506,1.0059857285328648,141.56,158.526,91.61,163.42,163.42,70.994,150.508,104.151,98.661,150.508,0.9715055017681647,0.783524205449099,1.236931694869516,1.0059857285328648,0.522371686209292,0.1954900345919842,1.0186266605334153,1.0013981256417506,0.2865825040155709,0.20372720335227432,0.37834758863374707,1.0037003198504861,0.5720333045317079,0.10415308350730312,0.9761160395873293,1.0027710391806874,0.005720333045317081,0.001041530835073031,0.009761160395873294,1.0027710391806874
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0001932245931087,1.0045552999895984,96.569,113.413,83.608,113.072,113.413,65.154,54.542,34.78,51.919,65.154,0.7385161530714561,0.5097676488134985,1.0533127008131273,1.0045552999895984,0.5281352271639534,0.1946710991746644,1.0604433436819563,1.0001932245931087,0.2894021059311389,0.2010101979403032,0.3859203263851049,1.0014680520898163,0.47565470445878394,0.08035785607190815,0.9587252880436257,1.0042726596562703,0.004756547044587839,8.035785607190815e-4,0.009587252880436256,1.0042726596562703
0,0.9995785578449762,1.0028308952600269,123.693,126.362,125.027,107.958,126.362,50.223,53.915,81.614,83.432,83.432,0.9124777867062511,0.7147392974336022,1.2097527291280241,1.0009384710925828,0.49624101876846155,0.16235901091882413,1.023757415959614,1.0028308952600269,0.2872657600994739,0.19849343385862098,0.388479031284661,0.9995785578449762,0.5835188331354697,0.09884991437384676,0.9843339302800191,1.000085428952671,0.005835188331354695,9.884991437384676e-4,0.009843339302800192,1.000085428952671
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9995054739699349,1.0026292362230618,174.473,201.631,202.542,168.928,202.542,152.893,188.439,101.839,112.446,188.439,0.9254385884356898,0.728896451084602,1.178761456399381,1.0001426268422584,0.44867042658230144,0.14312386247952308,0.9544056575007258,1.0026292362230618,0.2861339405276451,0.20140739468426713,0.3851833353378041,1.0019587630185591,0.5987577148294713,0.12523164025491973,0.975151518581843,0.9995054739699349,0.005987577148294707,0.0012523164025491972,0.00975151518581843,0.9995054739699349
0,0.9986234821385856,1.0035994493673877,853.72,661.647,805.9,623.815,853.72,316.216,314.817,590.42,543.715,590.42,1.0727895512167198,0.899824630392046,1.2795399463801223,1.00040464211159,0.4139778353860444,0.1247372254385426,0.897678476581235,0.9986234821385856,0.28219732784663554,0.198986572163146,0.3736266191013624,0.9999141611630883,0.6313799414161563,0.12984264505454032,0.9886201128985256,1.0035994493673877,0.006313799414161566,0.0012984264505454034,0.009886201128985255,1.0035994493673877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0000442758118129,1.0023380486757352,167.424,168.362,144.694,178.775,178.775,192.471,81.195,137.565,99.481,192.471,0.8587727742805302,0.6622833966909443,1.132584395949647,1.001049007148342,0.4828229721305956,0.16280626902878442,0.9926292557814412,1.0000442758118129,0.28628508769250793,0.20397370584860613,0.37854355924182537,1.0023380486757352,0.5757161099731758,0.11818618376752618,0.9717336927089648,1.0004835352739827,0.005757161099731756,0.0011818618376752618,0.00971733692708965,1.0004835352739827
0,0.9997493047101859,1.0069764563593966,202.566,259.948,202.2,261.294,261.294,151.525,137.758,101.644,146.986,151.525,0.9823754301592632,0.8043828885416504,1.218563156799372,1.0024126824870867,0.45437300756480403,0.14081446566803474,0.9701389295600743,1.0023036413512167,0.2837838174657828,0.20169975594805953,0.3794111630426722,0.9997493047101859,0.6176511796547552,0.13138772695714362,0.9800180456941074,1.0069764563593964,0.006176511796547549,0.0013138772695714363,0.009800180456941074,1.0069764563593966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0019282199972213,1.0036776638290428,107.464,136.909,120.388,142.241,142.241,70.07,74.299,80.972,95.082,95.082,0.810532091542516,0.594598985504121,1.119501383833174,1.0019282199972213,0.5396429876262121,0.21042774187736596,1.0319640598356974,1.0036776638290428,0.28970893598666725,0.20483284059586088,0.3840252029591339,1.0030644480357966,0.5165695302341331,0.08070476684708018,0.9795459135160314,1.0022492679670694,0.005165695302341335,8.070476684708017e-4,0.009795459135160315,1.0022492679670694
0,0.9999338118419271,1.0058336205736638,302.929,467.006,271.371,448.904,467.006,227.024,158.749,143.593,139.487,227.024,0.9516550841036078,0.7719886341754754,1.1788375429117033,1.0058336205736638,0.49055229728685773,0.16497342182824692,0.9532228889729705,1.0008846504873858,0.28419175948299574,0.20221289968827938,0.374839382523337,1.0052627604264859,0.5797005269473443,0.09965370383037343,0.9788177810013586,0.9999338118419271,0.005797005269473441,9.965370383037341e-4,0.009788177810013586,0.9999338118419272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0007945822754412,1.0023693273128806,71.253,68.885,74.306,77.317,77.317,87.856,44.336,49.185,52.301,87.856,0.684601908950974,0.4298499332041683,0.988706953311031,1.000975701285286,0.5350141522059539,0.22000673352385644,1.0658715148244846,1.0007945822754412,0.29515979048646585,0.20602279035751678,0.39355772707255826,1.0016771043701285,0.36806409054249883,0.06979936971061854,0.9217747918878503,1.0023693273128806,0.03680640905424989,0.006979936971061855,0.09217747918878504,1.0023693273128806
0,1.0018278657602349,1.0023081112045105,97.25,107.879,104.907,94.34,107.879,54.88,62.696,65.141,61.917,65.141,0.7813980025943409,0.5857731681077333,1.0706061435719585,1.0023081112045105,0.4872582015607126,0.2149825826802892,0.900046707346966,1.0018278657602349,0.2891026695521982,0.20540620936130538,0.37915052648810416,1.001907140816484,0.5083624612609264,0.08851151226217353,0.9712152426068369,1.0022100111944425,0.05083624612609264,0.008851151226217355,0.09712152426068368,1.0022100111944425
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9995178740812951,1.0040582660065651,55.57,85.017,68.965,43.237,85.017,53.518,67.804,90.095,32.751,90.095,0.6489325271018828,0.371169429990704,0.9223082294977928,1.0031312370514895,0.6136180784852655,0.26365726290383706,1.166770528946851,0.9995178740812951,0.293856854725707,0.2063865898444585,0.3832330620107254,1.0040582660065651,0.22722632503565793,0.056563893098641745,0.6582237934197326,1.0029051666134994,0.022722632503565786,0.0056563893098641755,0.06582237934197327,1.0029051666134994
0,1.0002305463120185,1.0080284548143676,105.792,102.658,172.839,116.944,172.839,77.852,56.09,74.434,63.795,77.852,0.7158604444136201,0.4938529011720311,1.0186600726665689,1.0050524383174104,0.5139030655930958,0.21072509337636866,0.9555962393587587,1.002741273035687,0.29276987264735976,0.20954249012741272,0.39406419387383934,1.0002305463120185,0.4403964631853809,0.07670400908674857,0.9539367160568639,1.0080284548143676,0.04403964631853807,0.007670400908674857,0.0953936716056864,1.0080284548143676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9998238745818153,1.004054359418768,71.031,55.767,57.67,68.303,71.031,43.271,35.95,58.38,31.1,58.38,0.604944449098142,0.31464882169304775,0.8768678774798978,1.0030432737575736,0.5686685336787558,0.2132882291775317,1.1131379671783725,0.9998238745818153,0.29814191764050957,0.2120152453756636,0.38773521467338307,1.000662426938318,0.23816979228771912,0.056814739622047306,0.7657260537350692,1.004054359418768,0.023816979228771903,0.005681473962204731,0.07657260537350694,1.004054359418768
0,0.9994711310374298,1.0038126030905796,124.854,139.809,96.276,129.624,139.809,75.848,86.418,84.187,88.573,88.573,0.7018704936482234,0.4619882124832448,1.0146543969331143,1.0038126030905796,0.5329800048473593,0.21730918030009896,1.0190669047058891,0.9994711310374298,0.290354964274317,0.20362877976919946,0.3843878992571753,1.0019524964194229,0.4043353484320472,0.06539802184474394,0.9225705763856529,1.003267239495065,0.0404335348432047,0.006539802184474394,0.09225705763856527,1.003267239495065
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0007607943775785,1.0050753485996755,151.663,149.458,163.352,165.415,165.415,125.545,99.295,150.201,77.394,150.201,0.6398146947264465,0.48567069647668765,0.8963056762094352,1.0012975510919233,0.2475915633091607,0.1065378224301418,0.4854452502181558,1.0022808319859198,0.2963099269951125,0.20845523999584714,0.39142506886460293,1.0050753485996755,0.5824586378471488,0.1561642373424513,0.9608295396512102,1.0007607943775785,0.0582458637847149,0.015616423734245129,0.09608295396512102,1.0007607943775785
0,0.9995739429175899,1.0009010769755629,255.965,242.763,233.691,237.584,255.965,148.761,132.984,126.548,93.935,148.761,0.8526012799205336,0.7193044593588458,1.0546220630631906,1.000814325077462,0.2728515453533789,0.1459751189205346,0.47618539277985317,0.9998715782236665,0.2894965297413,0.2035638054552081,0.37953526121031234,0.9995739429175899,0.6542071663984295,0.2043793062235497,0.9824934641131433,1.0009010769755629,0.06542071663984296,0.020437930622354973,0.09824934641131432,1.0009010769755629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0003065088110434,1.0059040105706516,132.118,106.613,102.787,135.54,135.54,112.766,80.514,128.292,81.874,128.292,0.6603077499087354,0.40182482259436375,0.9816637146826157,1.0052146138279674,0.5207212706973576,0.2153850799285468,0.9992306097961409,1.0003065088110434,0.29565737980305545,0.2057070124538611,0.39599291343584064,1.0057997434294284,0.36887452219702466,0.06433080571540054,0.8962202935023741,1.0059040105706516,0.03688745221970249,0.006433080571540054,0.08962202935023741,1.0059040105706516
0,1.0005815972611058,1.0049412337365111,159.808,213.055,227.53,209.385,227.53,90.912,148.009,93.483,172.125,172.125,0.8342091733226009,0.6305557251130997,1.1119184783212663,1.0038267200088418,0.6637784226841189,0.30478013049619,1.187913650111963,1.0018169899250133,0.28808729584050835,0.20365939317701015,0.3802146604133973,1.0005815972611058,0.4873050339441324,0.08756784666993989,0.9622668980255094,1.0049412337365111,0.04873050339441324,0.008756784666993988,0.09622668980255095,1.0049412337365111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.002130318750196,1.0040772849922825,113.618,116.017,85.196,74.073,116.017,44.776,41.551,57.808,55.431,57.808,0.6881449855295834,0.41000549783197104,1.0014061247024806,1.0032212507254161,0.678068596362573,0.30901330594965604,1.211758281870391,1.0036395027206015,0.29221376021613704,0.20064259655958855,0.39196582548655895,1.002130318750196,0.3155465763185801,0.055423645868409255,0.8690500305588268,1.0040772849922825,0.03155465763185801,0.005542364586840926,0.08690500305588267,1.0040772849922825
0,1.0022006125982883,1.0057466150539744,169.446,157.344,167.303,162.518,169.446,72.34,74.987,111.831,96.519,111.831,0.7796774076064455,0.5732828999641958,1.0652272119413027,1.0022006125982883,0.5401041089179517,0.26059404168174255,0.9498199023068153,1.0038629162137733,0.29239200909469676,0.2078394662674339,0.3879146864822995,1.0057466150539744,0.4891356564247173,0.08122941489689033,0.9686673729837845,1.0040662952154533,0.048913565642471735,0.008122941489689032,0.09686673729837846,1.0040662952154533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0021983373076,1.005935256605583,114.016,124.938,115.421,199.42,199.42,68.731,84.225,77.951,54.579,84.225,0.7296665569274321,0.5893504952584915,0.921531952728763,1.0032348937158022,0.21901648652987343,0.10486493018991741,0.3843642932029037,1.0021983373076,0.2925754313890036,0.2073978947187268,0.3882773587768446,1.0033617190658728,0.6476438396495486,0.1895977636792778,0.9843256346866573,1.005935256605583,0.06476438396495485,0.018959776367927783,0.09843256346866573,1.005935256605583
0,1.0010115991819364,1.009312556118248,308.931,391.029,230.793,223.199,391.029,103.685,56.044,91.306,151.241,151.241,0.8337678343149317,0.7171713653654235,0.9757603830708945,1.0027279083031948,0.14945877808630414,0.08456383696772077,0.22391543213040088,1.0010115991819364,0.28949154157809176,0.19971365503991978,0.38267986007176824,1.0039504198969955,0.7336687565828474,0.3249099426888001,0.9904288348074068,1.009312556118248,0.07336687565828469,0.03249099426888002,0.09904288348074068,1.009312556118248
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
