R,k,mutation_proba,testing_proba,sequencing_proba,n_clusters,max_cluster_size,detection_proba,n_divergent_transitions,R_estimate,R_lower_cred_int,R_upper_cred_int,min_R_Rhat,max_R_Rhat,k_estimate,k_lower_cred_int,k_upper_cred_int,min_k_Rhat,max_k_Rhat,mutation_proba_estimate,mutation_proba_lower_cred_int,mutation_proba_upper_cred_int,min_mutation_proba_Rhat,max_mutation_proba_Rhat,testing_proba_estimate,testing_proba_lower_cred_int,testing_proba_upper_cred_int,min_testing_proba_Rhat,max_testing_proba_Rhat,detection_proba_estimate,detection_proba_lower_cred_int,detection_proba_upper_cred_int,min_detection_proba_Rhat,max_detection_proba_Rhat
0.9,0.1,0.281,0.8,0.01,3000,1500,0.008,0,1.0471054735610807,0.8667983087935522,1.2609865703378516,1.00040464211159,1.011036140136279,0.34198984710564717,0.09588729914656527,0.7859466916053842,0.9986234821385856,1.0037364113297302,0.2815612753533356,0.19777143270407216,0.37347964150161556,0.9999141611630883,1.0097877362862386,0.6682793442862511,0.16702863024594267,0.9885702858133913,1.0010673713705192,1.0071971442494845,0.006682793442862511,0.0016702863024594266,0.009885702858133914,1.001067371370519,1.0071971442494845
1.1,0.1,0.281,0.8,0.01,3000,1500,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.1,0.281,0.8,0.01,3000,1500,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.3,0.281,0.8,0.01,3000,1500,0.008,0,0.8418406535206057,0.6317257955517033,1.1279452401474794,1.0007802379013178,1.0081465313959506,0.5108283588961074,0.1769624638487475,1.033044612759733,1.0000442758118129,1.0026819876328594,0.2880790431947353,0.2029480421916002,0.3796437332355871,0.9996111847080332,1.0023380486757352,0.5521093998646985,0.10021907201091292,0.9758705111799245,0.9992113403247714,1.0055218550365863,0.005521093998646986,0.001002190720109129,0.009758705111799245,0.9992113403247714,1.0055218550365863
0.9,0.3,0.281,0.8,0.01,3000,1500,0.008,0,0.999373045196372,0.8198993313796137,1.2250355552938108,1.0024126824870867,1.007196390816466,0.4781835314333932,0.15346438330282589,1.0031533133531205,1.0013910685890073,1.0071732497262602,0.2845629125930415,0.2013799728002813,0.380379933955042,0.9997493047101859,1.0043352748486292,0.6106982667213916,0.12131945627310092,0.9818836246244733,1.0011036209372484,1.0112104786135954,0.0061069826672139164,0.0012131945627310093,0.009818836246244734,1.0011036209372484,1.0112104786135954
1.1,0.3,0.281,0.8,0.01,3000,1500,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.3,0.281,0.8,0.01,3000,1500,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.5,0.281,0.8,0.01,3000,1500,0.008,0,0.8110546958768731,0.6020598927440215,1.1017379736952355,0.999871579283347,1.0058972060853109,0.510088829640314,0.17560158888793603,1.0412789682470625,1.0006547719356997,1.0062273420210603,0.28916515676499666,0.20411329248242555,0.382289106045605,0.9994443074462709,1.004253056923874,0.5359280249614399,0.09248273762099125,0.9767473605389358,1.000317475904884,1.0071348244125111,0.0053592802496144,9.248273762099125e-4,0.009767473605389359,1.000317475904884,1.0071348244125111
0.9,0.5,0.281,0.8,0.01,3000,1500,0.008,0,0.9513590631150378,0.7664318146309121,1.1920538055247247,1.0007492987590803,1.0058336205736638,0.46611909091139725,0.15256282542080996,0.9523053936745611,0.9998524347069405,1.0039639619144007,0.2853684253228011,0.2036705847139204,0.37602425710711346,0.9992043494452489,1.0052627604264859,0.5898438126861142,0.10474131749855725,0.9783316282100968,0.9998935699826078,1.0026731975990895,0.005898438126861142,0.0010474131749855725,0.009783316282100968,0.9998935699826078,1.0026731975990895
1.1,0.5,0.281,0.8,0.01,3000,1500,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.5,0.281,0.8,0.01,3000,1500,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.1,0.281,0.1,0.1,3000,1500,0.01,0,0.6835192300657292,0.43477133078056407,0.9971856591195515,1.0005217671244975,1.0039373587033225,0.5109019349042119,0.20149163170680434,1.0071981693349579,1.0007945822754412,1.0043324878513,0.29439672243421855,0.2066116576068133,0.38927236199209697,0.9990802388710365,1.0040414679255651,0.38318424751057334,0.06639840938815059,0.9236293542501756,1.0001949500271983,1.008223376663814,0.03831842475105734,0.006639840938815059,0.09236293542501757,1.0001949500271983,1.008223376663814
0.9,0.1,0.281,0.1,0.1,3000,1500,0.01,0,0.750457875391996,0.5734495540757613,1.0458292067527044,1.0006883529224362,1.0052696780816328,0.3593400406727581,0.1457610795134281,0.7605156814715939,0.9988334176163939,1.0018278657602349,0.2911249989888291,0.20603304743695633,0.3840331112979827,0.9987911065620464,1.0057818588582395,0.5711204160561374,0.10789982310433306,0.9780974345469707,1.001153116669508,1.0074948723388124,0.05711204160561374,0.010789982310433304,0.09780974345469708,1.001153116669508,1.0074948723388126
1.1,0.1,0.281,0.1,0.1,3000,1500,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.1,0.281,0.1,0.1,3000,1500,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.3,0.281,0.1,0.1,3000,1500,0.01,0,0.6284107764358168,0.343723012329951,0.9198493865505073,0.9996784514785965,1.005506644845067,0.5478120038673955,0.20458021579207725,1.0703116601163016,0.9994131415693176,1.0023124893742872,0.29553041425805127,0.20828605219896754,0.3906177867472838,0.9993364415625705,1.0040582660065651,0.24466957290733246,0.05620522890872488,0.7332884131850971,1.0003308955099464,1.0071148967592598,0.024466957290733247,0.005620522890872489,0.07332884131850972,1.0003308955099464,1.0071148967592598
0.9,0.3,0.281,0.1,0.1,3000,1500,0.01,0,0.7147476366208406,0.47306352723740214,1.0373319316904335,1.0007908310652833,1.0053469657587808,0.5562182105866873,0.20135843326322772,1.1030275992455552,0.9993725117366256,1.0039899820124942,0.29287917275014164,0.2062741178211176,0.3886609733209352,0.9988690144509976,1.0024110601108578,0.4221736157572586,0.07049665762469577,0.9435396021450435,1.0029848744081413,1.0080284548143676,0.042217361575725865,0.007049665762469579,0.09435396021450436,1.0029848744081413,1.0080284548143676
1.1,0.3,0.281,0.1,0.1,3000,1500,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.3,0.281,0.1,0.1,3000,1500,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.5,0.281,0.1,0.1,3000,1500,0.01,0,0.6062013848695398,0.32162635008279417,0.8876801972909057,0.9988334937965715,1.0147821123327019,0.5183213980246149,0.18556161205244368,1.0341812409541695,0.9996924878230994,1.00323620657507,0.29678386783146044,0.20826113357504533,0.3926171530302414,0.9998739977992178,1.0051571877252823,0.23208269892416192,0.05582520621866892,0.7272338516377789,0.9993151166303499,1.008671952047117,0.023208269892416193,0.005582520621866892,0.07272338516377788,0.9993151166303499,1.008671952047117
0.9,0.5,0.281,0.1,0.1,3000,1500,0.01,0,0.6964791209183879,0.4339384226895702,1.0185770758288462,1.0002455465843478,1.0116510523047757,0.5906912375586213,0.22955695185773914,1.1377625114913177,0.9988291814311173,1.00323843720653,0.29306453182817355,0.2068452324772974,0.38853785981791655,0.9999276469412558,1.002638376260448,0.3771584195262809,0.06367708327000446,0.9290710586107997,1.0003922651964707,1.0109644085192204,0.03771584195262809,0.006367708327000446,0.09290710586107999,1.0003922651964707,1.0109644085192204
1.1,0.5,0.281,0.1,0.1,3000,1500,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.5,0.281,0.1,0.1,3000,1500,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.1,0.281,0.2,0.1,3000,1500,0.02,0,0.647173417870824,0.4808512428235477,0.9197717401648325,1.0006333696941907,1.0078533434195682,0.2766158703371148,0.10896850819392369,0.591146378884495,0.9989840459688374,1.004018783219566,0.2951483489023075,0.2075097118084348,0.3914248365019967,0.9997037849700366,1.0050753485996755,0.5629821804309413,0.12723348066827617,0.9719386561637005,1.0007607943775785,1.0051554523857775,0.056298218043094136,0.012723348066827617,0.09719386561637004,1.0007607943775785,1.0051554523857775
0.9,0.1,0.281,0.2,0.1,3000,1500,0.02,0,0.8121175778468602,0.6766413494821263,0.9963295946249965,1.000814325077462,1.0094305709040898,0.22547518299212044,0.11088250324564353,0.39054190603348543,0.9993074038877625,1.0031025093559551,0.2906149500579004,0.20556069299785146,0.3831448062793176,0.9995739429175899,1.0063725790156803,0.6864107091194527,0.24413938275976682,0.9883205859883225,1.0009010769755629,1.0062766353672536,0.06864107091194527,0.024413938275976682,0.09883205859883225,1.0009010769755629,1.0062766353672534
1.1,0.1,0.281,0.2,0.1,3000,1500,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.1,0.281,0.2,0.1,3000,1500,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
