size,frequency
1,1601
2,334
3,151
4,98
5,61
6,62
7,30
8,44
9,35
10,23
11,18
12,20
13,13
14,15
15,14
16,7
17,5
18,10
19,14
20,6
21,6
22,4
23,9
24,5
25,6
26,3
27,5
28,5
29,3
30,4
31,3
32,7
33,3
34,3
35,1
36,3
37,1
38,5
40,1
41,3
42,4
43,3
44,2
45,2
46,2
47,2
48,8
49,6
50,4
51,2
52,3
53,5
54,1
56,1
57,1
58,2
59,3
60,2
62,1
65,2
66,1
67,1
70,1
72,2
73,2
74,1
75,1
79,1
80,1
82,1
83,1
85,2
86,1
88,3
89,2
90,1
91,1
99,1
106,1
109,2
112,1
113,1
114,2
117,1
118,1
119,1
120,1
121,1
122,1
123,2
125,1
126,1
130,1
131,1
134,2
140,1
141,1
142,1
143,1
157,1
158,1
159,1
164,1
165,1
166,1
167,1
168,1
175,1
179,1
182,1
185,1
199,1
205,1
207,1
209,1
220,1
227,1
235,1
250,1
257,2
285,1
290,1
307,1
321,1
322,1
347,1
377,1
390,1
399,1
402,1
445,1
457,1
491,1
505,1
618,1
633,1
706,1
852,1
864,1
