size,frequency
1,1544
2,340
3,174
4,102
5,61
6,60
7,48
8,39
9,40
10,29
11,20
12,18
13,18
14,16
15,14
16,15
17,13
18,6
19,3
20,9
21,7
22,9
23,9
24,9
25,5
26,5
27,2
28,2
29,3
30,5
31,4
32,5
33,4
34,4
35,3
36,7
37,2
38,3
39,2
41,1
42,2
43,5
45,4
46,2
47,2
48,1
49,1
51,2
52,3
53,2
54,2
55,1
58,1
60,1
64,2
65,1
66,1
67,3
68,2
71,1
73,1
75,1
76,2
77,1
79,1
80,1
81,1
83,1
84,3
89,3
91,2
92,1
95,1
97,2
98,2
99,1
100,1
101,1
105,1
110,1
111,4
112,1
115,1
117,1
118,2
127,1
128,2
133,3
134,1
140,1
145,1
146,1
148,1
155,1
157,1
158,1
165,1
177,1
180,1
184,1
185,1
189,2
191,1
198,1
210,2
212,1
213,1
217,1
224,1
238,1
246,1
257,1
264,1
268,1
269,1
273,1
281,1
337,1
339,1
393,1
403,1
460,1
466,1
469,1
490,1
517,1
520,1
659,1
694,1
780,1
1379,1
