size,frequency
1,1683
2,320
3,150
4,98
5,76
6,42
7,34
8,34
9,29
10,21
11,16
12,10
13,8
14,9
15,10
16,6
17,12
18,13
19,10
20,6
21,8
22,5
23,7
24,6
25,6
26,4
27,4
28,12
29,3
30,6
31,4
32,3
33,3
34,2
35,1
36,4
37,4
38,3
39,3
40,2
41,1
42,2
43,3
45,2
47,3
48,2
49,1
50,2
52,3
53,2
54,1
55,1
56,1
58,3
59,2
60,1
62,4
63,2
64,4
65,1
67,5
68,2
69,3
70,2
71,1
72,2
73,2
74,1
75,1
77,1
79,2
80,1
83,1
84,1
87,1
95,3
98,1
100,1
102,1
103,1
107,1
110,1
115,1
117,1
119,1
123,1
127,1
133,1
135,1
137,1
138,1
139,1
141,1
144,2
159,1
160,1
162,1
167,2
178,1
179,1
181,1
221,1
238,1
257,1
271,1
273,1
292,1
300,1
363,1
421,1
429,1
466,1
491,1
528,1
