size,frequency
1,3188
2,650
3,323
4,195
5,135
6,92
7,77
8,56
9,43
10,43
11,27
12,30
13,34
14,25
15,34
16,16
17,18
18,23
19,14
20,19
21,10
22,9
23,8
24,12
25,8
26,4
27,3
28,8
29,8
30,1
31,8
32,5
33,5
34,8
35,5
36,5
37,5
38,2
39,2
40,2
41,6
42,3
43,4
44,3
45,2
46,4
47,3
48,1
49,2
50,2
51,2
52,2
53,2
55,2
56,4
57,1
58,4
59,1
62,1
63,3
65,3
67,2
68,2
69,1
71,1
72,1
73,1
74,1
76,1
77,1
78,2
80,1
81,2
82,1
83,1
84,1
89,1
90,1
93,2
94,1
96,1
98,2
99,2
101,1
102,1
103,1
106,1
107,1
108,3
111,1
117,1
118,2
120,2
123,1
124,1
132,1
133,1
141,1
147,1
152,1
153,1
167,1
168,2
178,1
208,1
243,1
321,1
