size,frequency
1,11226
2,1736
3,863
4,544
5,397
6,266
7,236
8,184
9,140
10,109
11,101
12,95
13,68
14,57
15,58
16,39
17,37
18,42
19,41
20,29
21,27
22,40
23,37
24,21
25,25
26,25
27,20
28,20
29,18
30,15
31,17
32,17
33,7
34,8
35,12
36,17
37,7
38,11
39,9
40,8
41,6
42,6
43,12
44,8
45,5
46,9
47,14
48,9
49,13
50,10
51,10
52,6
53,4
54,1
55,5
56,4
57,3
58,4
59,6
60,4
61,4
62,7
63,3
64,3
65,2
66,2
67,4
68,7
69,3
70,4
71,2
72,3
73,1
74,3
75,1
76,1
80,1
81,1
82,2
83,1
84,2
85,1
86,1
87,1
88,3
89,1
90,3
91,2
92,1
93,4
94,1
95,1
96,1
98,1
100,1
101,1
102,4
103,1
104,1
107,1
109,2
110,1
111,1
112,1
115,2
116,1
117,1
118,1
119,1
120,2
121,1
122,1
123,3
125,1
127,1
129,1
133,2
135,1
138,1
140,1
141,1
142,1
144,1
145,1
149,3
154,1
156,1
159,1
161,2
177,1
185,2
189,1
214,1
217,1
223,1
226,1
230,1
261,1
271,1
293,1
318,1
335,1
382,1
