size,frequency
1,5101
2,936
3,450
4,267
5,188
6,140
7,98
8,71
9,75
10,63
11,62
12,46
13,51
14,34
15,32
16,26
17,29
18,23
19,20
20,11
21,19
22,15
23,20
24,18
25,14
26,8
27,19
28,17
29,15
30,12
31,13
32,9
33,4
34,5
35,7
36,13
37,3
38,3
39,10
40,9
41,3
42,5
43,10
44,4
45,5
46,2
47,10
48,2
49,4
50,3
51,2
52,1
53,4
54,2
55,5
56,1
57,4
58,3
59,2
60,3
61,1
63,1
64,3
65,3
66,2
67,5
68,3
69,3
70,4
71,4
73,2
75,1
76,1
77,1
79,3
80,2
81,2
82,1
83,2
84,3
85,1
86,3
87,4
89,1
91,2
92,1
94,4
95,4
97,1
98,1
99,2
101,1
102,2
104,1
106,2
107,2
108,4
111,1
112,2
113,2
115,1
123,1
124,1
127,1
128,1
131,1
135,2
139,1
142,1
144,2
145,1
152,1
154,1
155,1
156,1
157,1
158,2
161,1
163,2
164,1
165,1
173,1
178,1
182,1
183,1
195,1
205,1
207,1
221,1
228,1
231,1
258,1
303,1
306,1
307,1
308,1
331,1
