size,frequency
1,11328
2,1787
3,835
4,508
5,360
6,254
7,225
8,173
9,139
10,123
11,101
12,83
13,61
14,59
15,53
16,51
17,37
18,49
19,28
20,35
21,29
22,28
23,31
24,25
25,30
26,22
27,15
28,23
29,23
30,20
31,15
32,18
33,17
34,14
35,10
36,19
37,14
38,12
39,8
40,13
41,9
42,7
43,5
44,4
45,7
46,11
47,3
48,3
49,5
50,2
51,8
52,4
53,8
54,8
55,2
56,5
57,2
58,5
59,2
60,5
61,4
62,4
63,4
64,4
65,6
66,5
67,3
68,1
69,2
70,5
71,1
72,2
73,3
74,2
75,4
76,5
77,2
79,2
81,3
82,3
83,1
85,2
86,5
89,1
90,1
91,2
93,1
94,2
95,2
96,1
98,1
100,1
102,2
104,1
108,2
109,2
112,2
113,1
114,3
117,1
118,1
123,1
124,1
133,1
139,1
140,1
142,1
143,1
145,1
147,1
153,2
157,1
159,1
160,1
173,1
175,1
177,1
180,1
183,1
185,1
198,1
203,1
209,1
220,1
223,1
225,1
232,1
369,1
