size,frequency
1,11398
2,1658
3,863
4,467
5,338
6,264
7,205
8,148
9,122
10,106
11,93
12,87
13,92
14,70
15,54
16,62
17,45
18,38
19,35
20,35
21,26
22,29
23,25
24,27
25,31
26,30
27,14
28,26
29,23
30,18
31,9
32,21
33,20
34,14
35,11
36,12
37,16
38,14
39,7
40,12
41,18
42,9
43,8
44,12
45,9
46,5
47,6
48,7
49,5
50,9
51,5
52,6
53,10
54,9
55,7
56,9
57,3
58,2
59,7
60,8
61,3
62,8
63,3
64,3
65,6
66,5
67,7
68,5
69,4
70,2
71,5
72,5
73,3
75,4
76,2
77,1
79,3
80,1
81,1
83,1
84,3
86,3
88,1
89,4
90,1
91,5
92,2
93,1
94,2
95,2
96,2
98,2
100,1
101,4
102,3
103,3
104,1
105,1
106,2
107,1
108,1
109,1
110,3
111,1
112,5
114,3
115,1
116,2
117,1
120,2
121,4
124,1
129,3
135,1
136,1
138,1
139,1
140,2
141,1
142,1
144,1
145,2
149,1
151,2
154,1
159,1
168,1
171,1
173,1
174,1
175,1
176,1
177,1
178,1
182,2
184,1
194,1
199,1
200,1
211,1
214,1
217,1
219,1
249,1
250,1
256,1
259,1
269,1
274,1
275,1
340,1
361,1
372,1
416,1
