size,frequency
1,2575
2,476
3,226
4,162
5,90
6,59
7,56
8,49
9,37
10,39
11,29
12,21
13,24
14,19
15,18
16,14
17,15
18,10
19,14
20,15
21,9
22,6
23,6
24,5
25,10
26,10
27,3
28,5
29,7
30,1
31,4
32,4
33,8
34,7
35,7
36,4
37,4
38,4
39,4
40,3
41,2
42,3
43,4
44,3
45,4
46,5
47,3
48,8
49,1
50,1
51,4
52,1
53,4
54,1
55,4
56,2
57,1
58,1
59,3
60,1
63,2
65,2
67,1
69,4
71,1
73,2
74,1
75,1
77,1
78,1
80,2
81,2
82,1
84,1
88,1
89,3
90,2
91,1
94,1
95,1
98,1
103,1
106,1
107,2
111,2
114,1
115,1
116,1
118,1
119,2
120,1
122,2
125,2
128,1
129,2
130,1
132,1
133,1
140,1
142,1
145,1
146,1
155,1
156,2
169,2
177,1
187,1
189,1
196,1
197,1
206,1
213,1
220,1
225,1
248,1
288,1
309,1
352,1
362,1
441,1
449,1
469,1
