size,frequency
1,1154
2,207
3,101
4,70
5,41
6,32
7,22
8,18
9,17
10,20
11,13
12,12
13,6
14,9
15,5
16,9
17,7
18,4
19,3
20,3
22,5
23,4
24,9
25,3
26,3
27,2
28,3
29,3
30,2
31,1
32,4
33,3
36,1
37,3
38,3
39,1
40,1
41,2
42,1
43,2
44,2
45,3
46,1
47,2
48,1
50,1
51,1
52,1
53,1
54,1
56,1
57,2
58,1
59,1
60,3
61,1
62,3
63,1
64,2
66,1
68,1
71,1
76,1
79,1
81,1
83,1
92,1
93,1
96,1
99,1
101,1
102,1
105,1
108,1
109,1
110,1
113,1
115,1
119,1
126,1
127,1
136,1
144,1
150,1
151,1
161,1
165,1
166,1
187,1
188,1
213,1
220,1
258,1
320,1
404,1
484,1
512,1
535,1
540,1
644,1
910,1
1699,1
