size,frequency
1,2586
2,487
3,227
4,139
5,95
6,79
7,64
8,46
9,30
10,23
11,36
12,32
13,16
14,17
15,14
16,14
17,11
18,18
19,3
20,7
21,6
22,8
23,15
24,5
25,4
26,7
27,7
28,7
29,6
30,7
31,4
32,5
33,7
34,7
35,5
36,7
37,1
38,3
39,1
40,1
41,6
42,3
43,4
44,3
45,3
46,2
47,1
48,3
50,3
51,3
52,1
53,3
54,1
55,2
56,5
57,3
58,2
59,2
60,1
62,1
64,3
65,3
66,1
67,1
68,1
69,1
70,2
72,1
73,1
75,1
76,1
77,1
78,2
79,1
80,2
82,1
83,1
85,1
88,1
89,1
91,1
93,1
95,1
97,1
99,2
100,1
101,2
102,1
103,1
105,1
109,1
111,2
113,1
116,1
118,2
124,1
126,1
130,1
132,2
134,1
135,1
136,1
139,1
140,1
143,1
144,1
145,1
146,1
147,1
148,1
151,1
153,1
155,1
158,2
162,2
164,1
165,1
171,1
173,1
179,1
191,1
209,1
214,1
218,1
223,2
226,1
234,1
242,1
291,1
293,1
339,1
472,1
