size,frequency
1,3884
2,650
3,311
4,197
5,123
6,100
7,72
8,64
9,61
10,47
11,35
12,32
13,26
14,21
15,15
16,23
17,17
18,16
19,22
20,20
21,12
22,14
23,8
24,10
25,9
26,10
27,5
28,9
29,5
30,8
31,9
32,8
33,12
34,10
35,6
36,6
37,6
38,7
39,6
40,4
41,5
42,4
43,3
44,2
45,6
46,3
47,2
48,3
50,3
51,4
52,1
53,3
54,4
55,5
56,2
57,3
58,5
59,1
60,1
61,1
63,3
64,2
65,1
66,3
67,1
68,5
69,1
70,4
71,5
72,2
73,4
74,3
77,1
78,1
79,2
80,1
81,1
82,1
83,1
84,4
86,2
89,1
94,1
95,2
97,1
98,2
103,1
106,1
107,2
108,2
109,2
111,1
114,1
115,1
119,1
120,2
122,1
123,1
124,1
127,1
129,2
130,1
135,1
136,1
140,1
143,2
145,2
146,4
147,1
149,1
155,1
160,1
163,1
167,1
177,1
185,1
197,1
200,1
204,1
210,1
213,1
217,1
223,1
230,1
235,1
241,1
246,1
263,1
269,1
278,1
292,1
316,1
342,1
378,1
383,1
571,1
638,1
