size,frequency
1,3181
2,606
3,303
4,201
5,136
6,95
7,64
8,68
9,32
10,47
11,42
12,25
13,22
14,23
15,29
16,21
17,17
18,27
19,16
20,12
21,13
22,9
23,10
24,13
25,7
26,11
27,9
28,8
29,10
30,11
31,10
32,4
33,11
34,3
35,5
36,5
37,4
38,2
39,2
40,6
41,3
42,6
43,4
44,3
45,5
46,4
47,1
48,3
49,2
50,1
51,2
52,4
53,3
54,1
55,1
56,4
57,2
58,5
59,3
60,2
61,4
62,2
63,1
64,2
65,1
66,1
67,2
69,2
70,2
71,1
72,1
73,2
75,1
76,1
78,2
79,3
80,1
83,2
84,2
85,1
87,1
90,1
93,2
94,1
96,1
98,1
100,3
101,1
102,3
103,1
105,1
106,1
111,1
114,1
116,1
117,1
126,1
127,1
130,1
131,1
135,1
139,1
140,1
143,2
144,1
148,1
150,1
154,2
155,1
158,1
165,1
168,1
170,1
182,1
183,1
189,2
192,1
194,1
195,1
199,1
208,1
246,1
250,1
267,1
288,1
310,1
313,1
357,1
386,1
404,1
435,1
562,1
