size,frequency
1,1715
2,277
3,142
4,88
5,73
6,45
7,32
8,28
9,22
10,23
11,14
12,20
13,12
14,16
15,15
16,12
17,10
18,6
19,11
20,10
21,5
22,5
23,9
24,5
25,5
26,4
27,3
28,10
29,2
30,4
31,3
32,6
33,2
34,1
35,8
36,3
37,2
38,3
39,1
40,1
41,1
42,2
43,1
45,2
46,2
47,2
48,4
50,2
51,2
52,2
53,2
54,2
55,2
56,3
57,1
59,1
60,2
61,3
63,2
65,1
66,1
67,1
68,2
69,1
70,1
72,1
74,1
77,1
78,1
80,1
82,3
83,3
84,2
85,1
86,3
88,1
89,1
96,1
97,2
99,1
100,1
104,1
110,1
115,1
119,1
121,1
123,1
124,1
126,1
127,1
133,1
135,1
137,1
140,2
141,1
146,1
148,1
152,1
153,1
159,2
160,1
162,3
168,1
170,1
172,1
174,2
177,1
189,1
200,1
207,1
209,1
210,1
218,1
232,1
246,1
248,1
251,1
282,1
283,1
298,1
299,1
305,1
319,1
354,1
368,1
379,1
438,1
511,1
542,1
575,1
581,1
595,1
616,1
680,1
755,1
784,1
792,1
956,1
1153,1
1204,1
1735,1
