size,frequency
1,3936
2,617
3,313
4,181
5,139
6,85
7,77
8,60
9,46
10,45
11,31
12,24
13,34
14,27
15,20
16,25
17,19
18,14
19,20
20,17
21,23
22,13
23,13
24,9
25,10
26,10
27,9
28,7
29,8
30,6
31,9
32,1
33,1
34,5
35,11
36,9
37,4
38,1
39,5
40,6
41,2
42,6
43,3
44,4
45,3
46,4
47,4
48,2
49,5
50,4
51,1
52,3
53,5
54,4
55,2
56,2
57,3
59,2
60,2
61,2
62,3
64,3
65,1
66,2
67,1
68,4
69,5
70,3
72,1
73,3
74,1
75,2
76,1
77,2
78,1
79,1
82,1
83,3
84,1
85,2
86,4
88,1
89,2
90,1
92,3
94,1
95,4
96,2
97,2
98,1
100,2
101,1
104,1
105,1
107,1
109,2
110,1
111,1
114,1
115,1
116,1
120,1
121,1
123,1
124,1
126,2
132,1
134,1
136,1
137,1
139,1
144,1
149,1
153,1
158,1
159,1
166,1
171,1
178,2
181,1
183,2
191,1
208,1
221,1
228,2
241,1
251,1
252,1
257,2
276,1
279,1
283,1
291,1
315,1
317,1
329,1
352,1
361,1
375,1
391,2
397,1
439,1
461,1
500,1
