size,frequency
1,1164
2,193
3,90
4,69
5,45
6,42
7,29
8,20
9,10
10,13
11,9
12,8
13,10
14,8
15,11
16,8
17,9
18,5
19,3
20,6
21,2
22,6
23,5
24,9
25,3
26,4
27,2
28,3
29,2
30,1
31,1
32,2
33,2
34,1
35,1
36,3
39,1
40,2
42,1
43,1
44,1
45,2
47,2
49,1
51,1
53,1
54,5
55,1
56,1
57,2
59,3
60,1
64,2
68,1
69,2
70,1
74,1
75,1
76,1
81,1
84,2
85,1
88,1
90,1
91,1
92,1
93,1
94,1
100,1
102,1
103,1
107,1
108,1
109,1
115,2
119,1
126,1
128,1
131,1
135,1
136,1
160,2
161,1
163,1
173,1
187,1
206,1
221,1
222,1
240,1
243,1
248,1
278,1
283,1
349,1
405,1
479,1
578,1
605,1
666,1
687,1
734,1
1393,1
