size,frequency
1,1164
2,216
3,96
4,62
5,31
6,25
7,29
8,24
9,18
10,10
11,20
12,7
13,10
14,7
15,7
16,6
17,6
19,6
20,3
21,4
22,5
23,4
24,2
25,6
27,1
28,3
29,4
30,2
31,1
32,4
33,2
34,2
35,2
36,3
37,2
38,1
39,1
40,5
41,2
43,3
46,4
47,4
48,1
49,3
50,1
51,3
52,1
54,1
55,3
56,3
58,1
59,1
60,1
61,1
62,1
63,1
66,1
67,1
68,1
69,3
72,1
73,1
74,1
79,1
81,1
83,1
85,1
90,1
92,1
93,2
95,1
97,1
104,1
106,1
110,1
111,1
119,1
123,1
131,1
133,1
134,1
141,1
149,1
150,1
169,1
175,1
176,2
211,1
221,1
236,1
263,1
288,1
297,1
335,1
341,1
349,1
356,1
