size,frequency
1,2495
2,517
3,231
4,151
5,107
6,73
7,58
8,37
9,36
10,42
11,29
12,20
13,20
14,22
15,20
16,13
17,17
18,19
19,14
20,9
21,9
22,8
23,8
24,12
25,8
26,8
27,9
28,4
29,4
30,9
31,5
32,5
33,2
34,7
35,5
36,2
37,5
38,6
39,2
40,2
41,2
42,3
43,2
44,2
45,8
46,3
47,3
48,3
49,3
50,2
51,1
52,1
53,3
54,1
55,2
56,4
57,1
58,2
59,3
60,1
61,2
63,2
64,3
65,3
69,2
70,2
71,4
72,2
73,1
74,5
77,2
78,2
79,1
80,1
81,1
82,1
83,4
86,1
88,1
90,1
91,1
98,1
100,1
101,3
102,1
103,1
105,2
106,1
107,1
108,1
109,2
112,2
118,1
126,1
128,1
130,1
132,2
134,1
136,1
139,1
141,1
145,1
147,1
152,1
153,1
157,1
160,1
161,3
164,1
165,1
172,1
182,1
185,1
186,1
187,1
191,1
195,1
199,1
207,1
237,1
250,1
256,1
260,1
335,1
394,1
403,1
569,1
