size,frequency
1,2545
2,489
3,220
4,140
5,95
6,63
7,50
8,65
9,35
10,34
11,23
12,26
13,24
14,18
15,23
16,17
17,13
18,18
19,10
20,16
21,11
22,10
23,6
24,9
25,10
26,6
27,7
28,8
29,14
30,6
31,7
32,4
33,4
34,7
35,3
36,1
37,4
38,9
39,3
40,4
41,6
42,2
43,2
44,2
45,5
46,2
47,4
48,2
49,1
50,4
51,2
52,1
53,3
54,2
55,2
56,3
57,1
58,2
59,2
60,3
61,1
62,1
63,2
64,2
66,1
67,4
68,3
69,2
70,2
71,1
72,2
73,2
74,1
75,1
76,1
78,3
79,1
80,1
81,2
84,1
85,1
87,1
88,1
89,1
90,2
92,1
93,3
96,1
98,1
101,1
105,1
106,2
109,2
114,1
115,1
116,1
123,1
126,1
128,1
130,1
136,1
140,1
150,1
153,1
156,2
169,3
178,1
181,1
183,1
185,1
200,1
213,1
233,1
247,1
262,1
263,2
271,1
276,1
282,1
283,1
368,1
450,1
475,1
504,1
643,1
