size,frequency
1,3239
2,572
3,297
4,196
5,142
6,93
7,67
8,53
9,59
10,45
11,36
12,28
13,30
14,18
15,21
16,19
17,17
18,16
19,11
20,16
21,9
22,14
23,9
24,13
25,7
26,6
27,6
28,6
29,8
30,4
31,4
32,8
33,3
34,6
35,7
36,4
37,4
38,6
39,4
40,5
41,6
42,4
43,2
44,6
45,3
46,2
47,6
48,2
49,4
50,3
51,3
52,3
53,5
54,1
55,1
56,3
57,1
58,1
59,4
60,1
61,3
62,1
63,3
64,1
65,2
66,2
67,4
68,2
69,1
70,2
71,1
73,3
74,1
75,1
78,1
80,1
81,1
82,2
83,2
85,2
86,1
87,1
88,1
89,2
90,1
91,1
93,1
94,2
95,1
96,2
98,2
99,1
100,1
103,1
104,1
106,1
107,1
109,1
115,1
116,2
117,1
119,1
122,1
123,1
124,1
131,2
132,1
134,1
137,2
138,1
139,1
140,2
142,2
143,2
146,1
158,1
160,1
162,1
170,2
183,1
189,2
203,1
218,1
227,1
228,1
233,1
234,1
236,1
238,1
241,1
261,1
285,1
294,1
406,1
482,1
595,1
