size,frequency
1,14050
2,2209
3,1056
4,636
5,415
6,327
7,246
8,173
9,159
10,111
11,84
12,93
13,64
14,65
15,35
16,45
17,47
18,43
19,32
20,30
21,34
22,23
23,20
24,15
25,11
26,14
27,18
28,8
29,9
30,9
31,7
32,9
33,9
34,6
35,5
36,9
37,4
38,8
39,5
40,4
41,3
42,2
43,11
44,1
45,2
47,2
48,6
49,3
50,2
52,2
53,1
54,1
55,2
57,1
58,1
59,1
60,1
61,2
65,1
67,1
68,1
73,2
75,1
78,1
87,1
92,1
98,1
117,1
