size,frequency
1,3717
2,449
3,233
4,127
5,99
6,64
7,59
8,46
9,40
10,22
11,18
12,16
13,15
14,17
15,11
16,9
17,12
18,4
19,3
20,4
21,4
22,3
23,5
24,4
26,3
27,4
28,1
29,3
30,3
31,2
32,1
33,1
34,2
35,2
36,2
37,2
38,1
39,2
41,1
45,1
47,2
48,3
49,1
53,1
57,1
58,1
65,1
70,1
81,1
