size,frequency
1,17984
2,2964
3,1372
4,816
5,543
6,404
7,299
8,227
9,169
10,142
11,117
12,96
13,77
14,69
15,59
16,49
17,36
18,43
19,26
20,33
21,30
22,23
23,22
24,16
25,9
26,8
27,10
28,13
29,8
30,6
31,5
32,9
33,11
34,9
35,6
36,2
37,3
38,6
39,3
40,4
41,2
42,2
43,1
44,3
45,1
47,2
48,5
49,1
50,3
51,2
53,2
54,4
58,1
60,1
61,1
76,1
77,1
78,1
83,1
84,1
