size,frequency
1,1666
2,286
3,143
4,87
5,65
6,46
7,41
8,24
9,21
10,17
11,24
12,13
13,11
14,14
15,14
16,7
17,10
18,13
19,9
20,5
21,6
22,4
23,1
24,4
25,8
26,7
27,5
28,3
29,1
30,5
32,2
33,2
34,1
35,3
37,1
38,2
39,4
40,2
41,1
42,3
43,1
44,2
45,5
46,1
48,2
49,3
50,2
51,3
52,1
53,1
54,3
55,1
56,2
58,1
59,1
60,2
64,1
65,1
67,1
68,1
69,2
70,1
71,1
72,1
74,1
76,2
77,3
78,2
79,2
81,1
82,1
83,1
84,1
85,2
88,1
89,2
90,2
91,1
93,1
94,2
95,1
98,1
102,1
103,1
108,1
112,1
118,1
123,1
126,1
132,1
143,1
154,1
165,1
167,1
168,1
228,1
275,1
279,1
294,1
314,1
335,1
1500,333
