size,frequency
1,2090
2,247
3,119
4,88
5,61
6,42
7,29
8,20
9,23
10,22
11,9
12,17
13,12
14,17
15,9
16,14
17,6
18,4
19,8
20,4
21,7
22,9
23,5
24,9
25,2
26,5
27,1
28,3
29,3
30,2
32,3
33,3
34,4
35,3
36,1
37,2
39,4
40,3
41,3
42,2
44,1
45,2
50,1
51,3
52,2
56,2
57,1
58,2
59,3
61,2
63,2
64,1
66,1
67,1
68,1
69,1
72,2
73,2
76,1
77,1
80,1
81,1
82,1
83,1
85,2
89,1
90,1
94,1
102,1
104,1
108,1
109,1
111,1
115,1
117,2
122,1
126,1
134,1
138,2
139,1
140,1
141,2
143,1
147,1
151,2
162,1
173,1
178,1
186,2
189,1
200,1
211,2
227,1
229,1
236,1
244,1
287,1
304,1
317,1
347,1
427,1
492,1
498,1
518,1
600,1
606,1
