size,frequency
1,1424
2,329
3,168
4,89
5,77
6,58
7,39
8,51
9,30
10,25
11,10
12,17
13,14
14,13
15,12
16,6
17,7
18,9
19,8
20,5
21,2
22,6
23,7
25,5
26,4
27,7
28,6
29,2
30,3
31,1
32,3
33,3
34,1
35,1
36,1
37,6
38,1
39,1
40,2
41,6
42,1
43,5
44,5
45,1
46,1
48,2
49,4
50,1
51,1
52,1
54,1
55,3
56,1
57,1
58,1
59,1
60,2
64,1
65,3
66,1
68,2
71,2
73,2
76,1
77,1
79,2
80,1
81,1
85,1
86,1
91,1
93,1
101,1
102,1
106,1
111,2
113,1
115,2
117,1
119,1
124,1
126,1
129,1
132,1
138,1
146,1
151,1
152,1
174,1
183,1
190,1
286,1
319,1
1500,465
