size,frequency
1,1738
2,280
3,131
4,89
5,58
6,45
7,34
8,29
9,26
10,22
11,14
12,16
13,12
14,14
15,8
16,7
17,8
18,7
19,7
20,8
21,5
23,5
24,6
25,5
26,1
27,4
28,3
29,3
30,7
31,2
32,2
33,6
34,1
35,1
36,1
37,2
38,2
39,6
40,1
41,1
42,1
43,2
44,3
45,2
46,1
47,2
48,2
49,2
50,4
52,2
53,2
55,1
57,3
58,4
59,1
60,1
61,1
62,1
63,3
65,1
66,2
67,1
68,2
69,3
70,1
72,2
73,4
75,2
76,1
81,2
82,1
83,1
85,2
86,1
87,1
89,1
91,1
92,1
93,1
95,1
104,1
106,1
112,1
113,1
115,1
124,1
125,1
127,1
129,2
131,1
136,1
159,1
164,1
165,1
191,1
201,1
202,1
229,2
237,1
253,1
287,1
304,1
325,1
337,1
346,1
371,1
521,1
1500,284
