size,frequency
1,1582
2,349
3,175
4,108
5,57
6,55
7,38
8,24
9,29
10,17
11,23
12,18
13,19
14,15
15,11
16,14
17,6
18,9
19,9
20,11
21,8
22,12
23,7
24,4
25,5
26,2
27,6
28,5
29,4
30,4
31,1
32,4
33,3
34,5
35,3
36,1
37,5
38,2
39,1
40,4
41,3
42,3
43,3
44,1
45,3
46,2
47,3
48,3
49,2
50,3
51,1
52,1
53,2
54,4
56,2
57,3
58,3
59,1
62,2
63,1
66,2
67,2
68,3
72,1
73,4
74,1
77,1
78,2
82,1
83,1
84,1
86,1
87,2
88,2
92,1
93,1
94,1
95,1
96,1
99,1
103,1
104,1
105,1
106,1
109,1
120,1
121,1
122,2
130,2
132,1
134,3
136,1
142,2
145,1
148,2
156,1
158,1
165,1
170,1
176,1
179,1
180,2
201,1
216,1
219,1
222,1
232,1
241,1
244,1
252,1
273,1
277,2
289,1
290,2
300,1
313,1
315,1
317,1
318,2
338,1
353,1
359,1
368,1
377,1
396,1
405,1
407,1
463,1
485,1
488,1
573,1
643,1
672,1
807,1
1140,1
1500,204
