size,frequency
1,1785
2,301
3,144
4,73
5,63
6,44
7,34
8,33
9,26
10,27
11,22
12,19
13,17
14,5
15,10
16,8
17,6
18,8
19,14
20,2
21,8
22,10
23,6
24,2
25,5
26,6
27,4
28,7
29,2
30,3
31,1
32,4
33,2
34,2
35,5
36,6
37,2
38,6
39,1
41,3
42,4
43,2
44,1
45,4
46,4
47,3
48,1
49,1
51,2
52,2
53,2
54,3
55,1
56,1
60,1
64,2
66,1
67,1
72,2
73,2
74,2
75,2
77,1
78,3
80,1
81,2
82,1
84,2
85,1
86,2
89,1
91,2
93,1
96,1
97,2
98,1
99,1
101,2
103,1
104,1
107,1
112,1
115,1
118,1
119,1
120,1
123,1
125,1
126,1
127,1
133,1
137,2
140,1
141,2
142,1
148,1
152,1
153,1
156,1
157,1
159,1
161,1
162,1
165,2
166,1
171,1
172,2
177,1
178,1
181,1
183,1
184,1
187,2
189,1
191,2
195,1
200,1
202,1
224,1
234,1
237,1
268,1
272,1
282,1
311,1
337,1
350,1
353,1
409,1
415,1
429,1
444,1
476,1
484,1
563,1
638,1
642,1
827,1
894,1
1272,1
1500,138
