size,frequency
1,2217
2,198
3,119
4,67
5,55
6,30
7,21
8,25
9,16
10,18
11,14
12,10
13,14
14,6
15,8
16,3
17,4
18,11
19,5
20,4
21,5
22,4
23,5
24,2
25,2
26,1
27,4
28,5
29,3
30,3
31,2
32,2
33,5
34,3
35,2
36,2
37,1
39,4
40,3
41,1
42,3
43,1
45,1
46,1
47,1
48,3
49,1
50,1
51,3
52,1
54,1
56,1
57,1
58,3
61,1
62,1
63,1
64,1
66,2
69,1
73,3
75,1
76,1
77,2
79,2
84,2
85,2
86,1
89,1
92,1
94,1
97,1
100,1
102,1
104,1
109,1
113,1
114,1
115,3
124,1
125,1
126,1
128,1
130,1
133,1
135,1
140,2
156,1
158,2
165,1
166,1
173,1
174,1
177,1
184,1
204,1
223,1
234,1
243,1
294,1
295,1
326,1
360,1
380,1
388,1
464,1
495,1
499,1
504,1
505,1
509,1
731,1
952,1
1375,1
1500,3
