size,frequency
1,1511
2,325
3,139
4,113
5,55
6,57
7,39
8,36
9,30
10,30
11,10
12,12
13,16
14,11
15,12
16,10
17,8
18,9
19,9
20,10
21,10
22,11
23,8
24,7
25,9
26,4
27,6
28,5
29,5
30,2
31,5
32,2
33,5
34,3
35,3
36,3
37,4
38,2
39,6
40,2
41,1
44,2
45,1
46,3
47,2
49,1
50,2
51,1
52,2
53,3
54,1
55,1
56,1
60,2
62,4
63,1
64,1
65,5
67,2
69,1
70,1
71,2
72,1
74,1
75,2
77,2
79,2
81,1
82,1
85,3
87,2
90,1
95,1
96,1
97,1
98,1
99,3
100,1
101,1
103,2
104,1
105,1
115,1
117,1
124,1
126,1
128,2
129,1
134,1
137,1
138,1
144,1
152,1
158,1
177,1
191,1
192,2
228,1
239,1
242,1
243,1
382,1
390,1
401,1
1500,363
