size,frequency
1,1710
2,305
3,149
4,85
5,76
6,50
7,37
8,28
9,19
10,21
11,18
12,18
13,15
14,17
15,15
16,14
17,6
18,6
19,7
20,10
21,11
22,3
23,6
24,5
25,7
26,3
27,5
28,8
29,5
30,3
31,7
32,3
34,2
35,4
36,3
37,3
38,2
39,2
40,1
41,2
42,4
43,2
44,1
45,3
46,4
47,3
48,2
50,5
51,1
53,4
54,1
55,2
57,3
58,2
60,1
62,2
64,3
66,2
67,4
68,3
70,1
71,2
72,1
73,2
76,2
77,2
78,2
79,1
80,2
83,1
85,2
91,1
93,2
95,1
97,2
98,2
100,2
101,1
104,1
106,1
108,1
110,1
117,1
118,2
119,1
121,1
122,1
128,3
129,3
136,1
137,1
147,1
155,1
157,1
158,2
159,1
162,1
170,1
172,1
181,1
198,1
200,1
209,1
214,1
219,2
230,1
263,1
266,1
270,1
274,1
283,1
297,1
299,1
313,1
314,1
327,1
356,1
386,1
440,1
579,1
623,1
697,1
791,1
826,1
872,1
1500,174
