size,frequency
1,2124
2,199
3,92
4,67
5,51
6,29
7,36
8,30
9,24
10,15
11,11
12,16
13,7
14,9
15,8
16,9
17,2
18,2
19,9
20,2
21,13
22,2
23,3
25,2
26,3
27,3
28,1
29,4
30,3
31,3
32,4
33,6
34,2
35,2
37,4
38,2
39,1
40,2
41,3
42,1
43,4
44,2
47,2
48,1
50,1
52,2
53,1
55,1
59,1
60,1
62,2
63,2
65,2
67,1
68,2
69,1
70,1
74,3
81,1
88,1
91,1
92,2
93,1
95,1
97,1
98,2
99,1
105,1
106,2
111,1
115,2
126,1
127,1
128,1
130,1
131,1
133,1
136,2
139,1
149,1
163,1
170,4
176,1
178,1
184,1
197,1
198,2
206,1
207,1
211,1
220,1
239,1
240,1
241,1
268,1
269,1
275,1
280,1
283,1
292,1
298,1
334,1
335,1
379,1
383,1
394,1
398,1
430,1
450,1
467,1
573,1
577,1
703,1
724,1
727,1
837,1
852,1
969,1
1036,1
1059,1
1208,1
1333,1
1363,1
1409,1
1500,89
