size,frequency
1,1753
2,262
3,150
4,77
5,70
6,50
7,37
8,35
9,28
10,26
11,19
12,11
13,12
14,10
15,13
16,12
17,4
18,11
19,7
20,3
21,6
22,5
23,4
24,4
25,2
26,5
27,2
28,2
29,2
30,3
31,5
33,4
35,1
36,1
37,5
38,4
39,2
40,2
41,1
42,4
43,4
45,4
46,3
47,1
48,1
49,2
50,2
51,2
52,1
53,1
54,3
55,3
58,2
60,2
61,2
62,1
63,1
64,1
65,2
69,1
70,1
71,2
73,1
74,1
82,1
83,2
87,1
94,1
95,1
97,1
98,1
99,1
100,1
106,1
108,2
111,1
114,1
119,1
134,2
137,1
138,2
144,1
147,1
149,2
150,1
155,1
163,1
164,1
165,1
195,2
220,1
237,1
243,1
254,1
273,1
275,1
289,1
298,1
319,1
402,1
431,1
499,1
553,1
1368,1
1500,256
