size,frequency
1,2242
2,187
3,99
4,62
5,51
6,31
7,28
8,26
9,17
10,14
11,7
12,11
13,15
14,12
15,9
16,8
17,3
18,11
19,6
20,4
21,7
22,2
23,3
24,5
25,3
26,2
28,3
29,1
30,2
31,8
32,5
33,4
34,3
35,2
36,1
37,1
38,3
39,4
40,2
41,2
42,3
45,1
46,2
47,3
48,2
49,1
50,2
52,1
55,2
57,3
58,1
59,1
60,1
61,2
62,1
63,1
66,1
67,2
68,2
70,2
71,2
72,1
73,1
74,1
75,1
76,1
79,1
80,1
81,1
83,1
95,1
99,1
106,1
110,1
116,1
117,1
122,2
123,1
124,1
125,1
132,1
141,1
142,1
143,1
144,1
147,1
149,1
171,1
181,1
184,1
188,1
189,1
201,1
203,2
206,1
229,1
230,1
242,1
271,1
273,1
286,1
288,1
294,1
342,1
347,1
352,1
365,1
431,2
436,1
606,1
728,1
775,1
996,1
1176,1
1500,2
