size,frequency
1,1755
2,281
3,135
4,94
5,49
6,39
7,30
8,27
9,28
10,10
11,19
12,20
13,13
14,16
15,11
16,9
17,11
18,5
19,5
20,13
21,5
22,4
23,6
24,8
25,4
26,4
27,5
28,3
29,3
30,4
31,5
32,4
33,4
34,5
35,3
36,3
37,4
38,1
39,1
40,4
41,6
42,1
43,1
45,1
46,1
47,1
48,2
49,1
50,4
51,3
52,2
53,2
54,1
55,2
56,2
57,2
59,1
61,2
62,1
65,1
66,1
67,2
73,1
74,3
75,1
79,2
80,1
81,1
83,1
84,1
86,3
87,1
88,1
89,1
97,1
98,1
99,1
100,1
104,1
105,2
107,1
109,1
112,2
119,1
124,1
127,1
131,3
133,2
135,1
139,1
140,2
146,1
150,1
151,1
160,1
170,1
173,1
176,1
182,1
192,1
194,1
227,1
250,1
255,1
260,1
270,1
328,1
336,1
357,1
431,1
448,1
491,1
820,1
881,1
1500,247
