size,frequency
1,1636
2,305
3,147
4,106
5,78
6,57
7,33
8,30
9,36
10,28
11,24
12,26
13,12
14,10
15,6
16,8
17,5
18,4
19,6
20,8
21,11
22,9
23,6
24,7
25,6
26,3
27,6
28,2
29,5
30,4
31,1
32,5
33,4
34,3
35,3
36,2
37,1
39,2
41,6
43,3
44,3
45,3
46,3
47,2
48,2
49,2
50,1
51,2
52,1
53,4
54,1
55,2
56,2
57,2
58,5
59,4
60,1
61,1
62,2
63,3
64,2
65,2
66,2
67,1
69,3
70,2
72,1
74,2
75,3
76,2
77,1
78,3
79,1
80,2
81,1
82,4
83,1
84,1
85,1
86,2
88,4
91,2
92,2
93,2
95,1
98,2
99,1
101,2
105,2
106,1
109,1
111,1
114,1
115,1
120,1
121,3
126,1
127,1
130,1
134,1
140,1
141,1
142,1
144,1
147,1
150,2
160,1
165,2
168,1
187,1
196,1
202,1
205,1
215,1
253,1
255,1
265,1
272,1
293,1
304,1
306,1
330,1
338,1
346,1
348,1
358,1
389,1
400,1
445,1
488,1
509,1
518,1
545,1
546,1
595,1
609,1
616,1
773,1
1013,1
1500,191
