size,frequency
1,1575
2,325
3,155
4,80
5,52
6,55
7,35
8,37
9,26
10,23
11,16
12,15
13,17
14,11
15,11
16,8
17,6
18,14
19,9
20,7
21,3
22,2
23,4
24,5
25,5
26,8
27,5
28,4
29,6
30,2
31,4
32,3
33,2
34,4
35,6
36,3
37,3
38,2
39,4
40,3
41,5
42,2
45,3
46,5
47,1
48,1
49,1
50,2
51,1
55,2
56,2
57,2
59,1
60,2
63,2
64,2
65,2
67,1
68,1
75,2
76,1
77,1
79,2
80,1
81,1
84,1
85,1
88,1
89,1
91,1
93,2
95,1
97,1
99,1
103,1
104,1
106,1
114,2
117,1
121,1
124,1
131,1
136,1
145,1
146,1
151,1
160,1
166,1
167,1
176,1
186,1
190,1
196,1
200,1
206,1
225,1
252,1
268,1
274,1
280,1
388,1
439,1
500,1
516,1
520,1
1500,357
