size,frequency
1,2069
2,248
3,123
4,95
5,53
6,42
7,30
8,24
9,20
10,14
11,21
12,17
13,13
14,15
15,10
16,12
17,14
18,9
19,8
20,3
21,9
22,4
23,8
24,4
25,6
26,4
27,3
28,2
29,3
30,2
32,5
33,2
34,4
35,4
37,2
38,1
39,1
40,5
41,3
42,2
43,3
44,1
46,1
47,2
48,1
49,3
50,2
51,1
52,1
53,1
54,1
55,2
56,1
57,1
58,1
59,1
60,1
63,1
65,2
67,1
68,1
69,3
71,1
72,3
73,1
74,2
75,1
76,1
77,1
78,2
79,1
82,1
84,1
85,1
86,1
87,1
90,1
92,1
94,1
100,1
102,1
103,1
107,1
111,1
113,1
115,1
117,2
123,1
127,1
133,1
134,1
146,1
148,2
168,1
178,1
179,1
189,1
202,1
206,1
210,1
223,1
231,1
233,1
237,1
242,1
248,1
282,1
308,1
391,1
469,1
