size,frequency
1,2020
2,203
3,120
4,89
5,54
6,29
7,20
8,33
9,15
10,19
11,21
12,17
13,11
14,10
15,14
16,7
17,13
18,1
19,5
20,8
21,4
22,8
23,4
24,4
25,5
26,2
27,4
28,5
29,3
30,2
31,2
32,1
33,1
34,2
35,1
36,3
38,2
39,4
40,2
41,2
42,2
43,1
44,1
45,1
46,2
47,3
48,2
49,1
50,5
52,2
53,1
54,1
55,1
57,1
58,2
59,2
61,1
62,1
63,2
64,1
67,3
69,1
70,1
71,3
74,1
76,1
78,1
86,1
87,2
88,1
91,1
99,2
102,2
110,2
115,3
119,1
124,1
127,1
128,1
129,1
134,1
137,1
139,1
142,1
145,1
163,1
166,1
171,1
184,1
189,1
194,1
215,1
226,2
231,1
243,1
247,1
250,1
255,1
260,1
281,1
288,1
322,1
366,1
377,1
386,1
401,1
435,1
476,1
495,1
512,1
559,1
561,1
572,1
634,1
698,1
727,1
876,1
1083,1
1267,1
1471,1
1500,126
