size,frequency
1,1965
2,257
3,106
4,85
5,53
6,38
7,24
8,28
9,20
10,15
11,14
12,21
13,9
14,7
15,14
16,7
17,7
18,11
19,6
20,7
21,3
22,3
23,3
24,9
25,5
26,3
27,1
28,3
29,5
30,4
31,1
32,2
33,1
34,5
35,2
36,3
37,2
38,3
39,3
40,3
41,1
42,1
43,3
45,3
46,3
47,2
48,2
49,1
52,1
53,3
54,1
55,1
57,2
58,1
60,1
61,2
63,1
64,2
68,1
71,1
72,1
73,1
80,2
81,1
83,1
87,4
88,2
89,1
90,1
94,1
95,1
99,1
100,1
107,1
113,1
116,1
117,1
119,1
120,1
127,1
136,1
150,1
160,1
170,1
178,1
190,1
195,2
205,1
223,1
226,1
230,1
237,1
250,1
252,1
260,1
283,1
286,1
315,1
318,1
325,1
329,1
365,1
392,1
393,1
395,1
401,1
413,1
425,1
554,1
592,1
600,1
602,1
734,1
802,1
936,1
967,1
1162,1
1500,146
