size,frequency
1,2015
2,228
3,121
4,56
5,49
6,40
7,33
8,19
9,27
10,19
11,10
12,7
13,11
14,11
15,10
16,5
17,10
18,12
19,6
20,5
21,8
22,4
23,4
24,4
25,4
26,2
27,4
28,1
29,3
30,2
31,3
32,2
33,3
34,2
36,3
38,2
39,4
41,3
42,6
43,2
44,4
45,2
46,2
47,3
50,1
51,1
53,3
54,2
55,1
56,2
57,2
58,2
60,1
61,1
62,1
64,1
66,1
68,2
70,2
71,3
72,1
74,1
75,2
76,1
78,2
79,1
80,2
81,1
82,1
83,1
85,1
87,1
88,1
90,1
91,1
92,1
93,1
94,1
95,1
97,2
98,3
99,1
101,1
102,1
109,1
114,1
118,1
121,1
123,2
130,2
141,2
145,1
146,2
148,1
149,1
159,1
162,1
169,1
170,1
171,2
172,1
184,1
186,2
189,1
206,2
213,1
215,1
225,1
236,1
250,1
258,1
262,1
267,1
270,1
271,1
296,1
297,1
308,1
381,1
385,1
391,1
445,1
452,1
455,1
466,1
533,1
535,1
703,1
758,1
1091,1
1167,1
1500,119
