size,frequency
1,2168
2,230
3,117
4,82
5,44
6,40
7,32
8,27
9,19
10,20
11,15
12,12
13,9
14,11
15,5
16,3
17,9
18,5
19,7
20,7
21,2
22,2
23,4
24,3
25,5
26,8
27,11
28,6
29,4
30,4
31,8
32,3
33,2
34,3
35,1
36,3
38,3
39,1
40,2
41,1
42,1
45,1
46,1
47,2
49,1
50,1
51,1
52,1
55,1
57,2
58,1
59,1
61,1
63,1
65,1
67,1
70,2
76,1
77,1
80,1
81,1
83,1
84,1
85,1
98,1
101,1
102,1
103,1
104,1
105,1
106,1
120,1
140,1
145,1
149,2
153,1
155,1
156,1
163,1
165,1
167,1
169,1
177,1
186,1
199,1
237,1
239,1
265,1
281,1
300,1
341,1
351,1
371,1
383,1
458,1
560,1
606,1
1228,1
