size,frequency
1,1464
2,353
3,150
4,98
5,78
6,39
7,42
8,34
9,22
10,16
11,16
12,11
13,12
14,15
15,8
16,15
17,12
18,9
19,9
20,8
21,5
22,8
23,3
24,4
25,3
26,7
27,4
28,4
29,4
30,3
31,7
32,1
33,4
34,5
35,6
37,1
38,3
39,1
40,3
41,3
42,4
43,2
44,2
45,2
46,1
48,2
49,1
50,2
52,1
54,1
55,1
56,2
57,2
58,2
59,1
60,1
63,1
64,1
67,1
69,2
70,1
73,3
74,1
75,1
77,2
78,4
81,2
83,1
84,2
85,1
86,1
87,1
89,1
94,2
102,1
103,1
108,1
110,1
111,1
112,1
113,1
119,1
130,1
134,2
136,1
141,1
154,1
155,1
156,1
157,1
190,2
195,1
197,1
213,1
286,1
290,1
291,1
1500,430
