size,frequency
1,1803
2,294
3,144
4,88
5,60
6,40
7,44
8,29
9,25
10,17
11,16
12,19
13,16
14,16
15,11
16,12
17,6
18,7
19,5
20,9
21,6
22,3
23,5
24,7
25,7
26,4
27,2
28,2
29,3
30,2
31,6
32,6
33,2
34,4
35,4
36,3
37,5
38,3
39,2
41,3
42,2
44,2
46,1
47,5
49,4
50,3
51,4
52,1
54,1
55,1
56,2
57,2
58,2
59,2
61,1
62,1
63,3
66,3
69,2
70,1
73,1
74,2
76,1
78,2
79,1
80,1
81,1
82,1
83,2
84,1
85,1
88,2
89,1
90,1
95,1
97,2
98,1
104,1
105,1
107,1
111,1
114,1
116,1
120,1
123,1
131,2
134,1
137,1
141,1
143,1
145,1
146,1
148,1
159,2
160,1
168,1
169,1
172,1
176,2
192,1
195,1
198,1
207,1
216,1
220,1
222,2
228,2
244,2
279,1
280,1
288,1
326,1
329,1
330,1
343,1
347,1
373,1
461,1
510,1
511,1
568,1
596,1
603,1
623,1
721,1
756,1
783,1
804,2
841,1
866,1
868,1
889,1
1003,1
1500,132
