size,frequency
1,1568
2,289
3,155
4,100
5,67
6,86
7,38
8,32
9,22
10,24
11,16
12,16
13,5
14,7
15,9
16,12
17,7
18,12
19,4
20,9
21,6
22,7
23,3
24,3
25,4
26,1
27,3
28,5
29,2
30,3
31,7
32,3
33,2
34,2
35,2
36,1
37,1
38,4
39,5
40,2
41,1
42,6
43,1
44,3
45,3
46,4
48,1
49,3
53,1
54,2
55,1
56,3
57,2
60,1
61,1
62,1
68,1
69,1
71,1
74,2
75,1
79,3
81,1
83,1
86,2
87,1
88,2
92,1
93,1
97,1
98,1
102,1
106,2
107,1
108,1
110,1
113,1
115,1
120,1
122,1
134,1
135,1
139,1
145,1
149,1
151,1
161,1
184,1
229,1
241,1
253,1
256,1
263,1
265,1
266,1
269,1
270,1
348,1
365,1
517,1
567,1
691,1
1500,370
