size,frequency
1,1768
2,270
3,145
4,86
5,55
6,38
7,40
8,32
9,27
10,21
11,16
12,9
13,20
14,26
15,10
16,12
17,6
18,10
19,7
20,6
21,3
22,4
23,8
24,6
25,3
26,9
27,6
28,12
29,5
30,3
31,7
32,6
33,4
34,3
35,7
36,3
37,4
38,2
39,1
40,4
41,4
42,1
43,1
44,1
45,1
46,2
47,2
48,2
49,2
50,1
51,1
54,1
59,1
60,2
65,1
66,1
68,1
70,1
71,1
72,1
73,1
74,2
75,1
80,2
81,1
82,1
83,2
90,1
91,1
92,1
93,1
96,1
97,1
101,1
103,1
105,1
107,1
108,1
109,3
113,1
116,2
117,1
129,2
136,2
139,2
153,1
157,2
159,1
163,1
164,1
165,1
172,2
181,1
185,1
195,1
196,2
197,1
202,2
208,1
216,1
232,1
247,1
249,1
256,1
257,1
259,1
260,1
292,1
298,1
306,2
335,1
357,1
371,1
484,1
646,1
708,1
842,1
847,1
1130,1
1334,1
1343,1
1500,193
