size,frequency
1,1780
2,364
3,173
4,120
5,76
6,58
7,38
8,30
9,27
10,32
11,14
12,15
13,19
14,14
15,11
16,6
17,9
18,10
19,7
20,5
21,9
22,2
23,8
24,9
25,4
26,5
27,3
28,7
29,4
30,3
31,1
32,6
33,4
34,1
35,4
36,4
37,4
38,4
39,3
40,1
41,3
42,2
43,3
44,4
46,3
47,3
48,1
49,5
50,2
51,2
52,2
53,1
54,1
57,1
58,1
59,2
60,2
62,1
63,2
64,2
65,1
66,1
69,1
71,1
72,3
74,2
77,1
78,1
79,1
80,1
81,2
84,1
89,1
90,1
99,2
100,1
103,1
104,1
109,1
110,1
120,1
124,1
129,1
132,1
135,1
139,1
142,1
144,1
149,2
157,2
158,1
159,2
161,1
162,1
170,1
183,1
184,1
212,1
216,2
221,2
223,1
225,1
231,1
237,1
252,1
254,1
278,1
297,1
311,1
313,1
353,1
356,1
424,1
