size,frequency
1,1738
2,310
3,169
4,86
5,69
6,39
7,41
8,32
9,20
10,21
11,17
12,14
13,14
14,7
15,8
16,6
17,11
18,6
19,8
20,9
21,6
22,6
23,5
24,5
25,4
26,4
27,4
28,3
29,6
30,3
31,3
32,1
33,3
34,2
35,1
36,5
37,1
38,2
39,3
40,2
41,1
42,1
43,5
44,4
45,2
46,2
47,3
49,1
50,6
51,4
53,2
54,2
55,1
56,2
57,1
58,2
59,1
60,2
61,1
62,2
64,2
65,2
66,2
67,1
68,2
70,2
71,2
74,3
75,1
76,1
78,1
79,1
80,1
81,1
82,2
83,1
84,2
85,3
88,1
90,1
93,1
98,1
101,1
109,2
110,1
114,1
117,1
121,1
122,1
132,1
138,1
150,1
155,2
161,1
162,1
167,1
177,1
181,1
193,2
197,1
202,1
204,1
209,1
226,1
232,1
239,1
249,1
269,1
276,1
293,1
297,1
302,1
303,1
310,1
344,1
356,1
373,1
381,1
391,1
410,1
411,1
415,1
419,1
459,1
503,1
528,1
552,1
633,1
677,1
689,1
741,1
1500,175
