size,frequency
1,2022
2,226
3,123
4,80
5,57
6,38
7,31
8,26
9,29
10,17
11,10
12,10
13,7
14,8
15,16
16,8
17,7
18,5
19,9
20,6
21,7
22,4
23,3
24,6
25,3
26,5
27,3
28,2
29,4
30,1
31,2
32,2
33,2
34,3
35,3
36,3
37,1
38,1
39,1
40,2
41,1
42,3
43,4
44,4
45,2
46,2
47,2
48,2
49,1
50,2
51,4
52,2
53,1
54,2
56,2
57,2
60,1
63,4
64,1
65,1
68,1
70,1
71,1
73,1
78,1
84,1
92,1
93,1
94,1
95,2
97,2
98,1
103,1
104,1
111,1
115,1
117,1
119,2
120,1
121,1
124,1
127,1
135,1
138,1
141,1
142,1
146,1
148,1
150,1
154,1
164,1
177,1
180,1
212,2
240,1
254,1
280,1
301,1
325,1
349,1
364,1
370,1
375,1
390,1
473,1
474,1
608,1
694,1
713,1
801,1
1049,1
1213,1
1295,1
1408,1
1500,106
