size,frequency
1,1569
2,310
3,143
4,111
5,62
6,48
7,33
8,25
9,27
10,18
11,25
12,15
13,18
14,12
15,14
16,10
17,5
18,9
19,5
20,6
21,11
22,5
23,7
24,7
25,3
26,5
27,1
28,3
29,1
30,6
31,10
32,3
33,2
34,6
35,2
36,1
37,1
38,2
40,3
41,1
42,2
43,7
44,2
45,2
46,1
47,2
48,1
50,1
51,1
52,3
53,3
54,1
55,2
56,1
58,1
59,1
61,2
62,2
63,1
66,2
67,1
69,2
70,2
73,1
74,1
75,2
76,1
77,1
90,1
91,1
97,1
98,1
102,1
105,2
111,1
112,1
113,1
119,1
123,1
125,1
126,1
129,1
134,1
136,1
138,1
139,1
140,1
152,1
154,1
156,1
173,1
205,1
206,1
207,1
233,1
236,1
459,1
1500,376
