size,frequency
1,2250
2,200
3,93
4,63
5,39
6,28
7,33
8,23
9,15
10,17
11,16
12,10
13,7
14,11
15,6
16,10
17,7
18,4
19,9
20,7
21,4
22,7
23,3
24,3
25,3
27,3
28,2
29,2
30,2
31,1
32,3
33,1
34,1
35,1
36,2
37,2
38,3
39,2
40,2
41,4
42,1
43,3
44,4
45,1
46,3
47,2
48,1
49,2
51,2
52,1
54,2
55,1
58,3
59,1
60,3
61,3
62,2
64,1
66,1
73,1
78,1
80,1
81,2
82,2
85,3
86,1
88,1
89,1
90,1
93,1
96,1
97,1
98,1
101,2
108,1
110,1
114,1
115,2
117,3
120,1
124,1
131,1
132,1
138,1
142,1
144,1
157,1
160,1
176,1
186,1
194,1
198,1
215,1
223,1
253,1
266,1
274,1
279,1
283,1
285,1
310,1
315,1
340,1
349,1
358,1
401,1
426,1
455,1
549,1
599,1
788,1
800,1
1004,1
1500,2
