size,frequency
1,1579
2,293
3,165
4,90
5,67
6,65
7,44
8,33
9,25
10,24
11,14
12,19
13,20
14,12
15,13
16,7
17,4
18,9
19,8
20,10
21,4
22,5
23,6
24,5
25,9
26,4
27,2
28,6
29,6
30,4
31,5
32,4
34,2
36,2
37,2
38,1
39,2
41,1
42,1
43,2
44,2
45,3
47,2
48,2
49,2
50,1
51,1
52,1
53,1
55,1
56,1
59,3
60,3
61,1
63,1
67,1
70,2
71,1
73,2
74,1
75,1
80,1
81,1
82,2
84,1
90,1
91,1
95,1
96,1
98,3
99,1
103,1
104,1
116,1
119,1
121,1
132,1
136,1
138,1
146,1
149,1
150,1
151,1
168,1
170,1
171,1
172,1
189,1
204,2
227,1
229,1
239,1
254,1
258,1
267,1
275,1
285,1
317,1
378,1
441,1
592,1
1500,349
