size,frequency
1,1751
2,294
3,155
4,92
5,67
6,48
7,30
8,24
9,23
10,21
11,17
12,11
13,12
14,10
15,14
16,7
17,4
18,9
19,7
20,6
21,4
22,8
23,8
24,7
25,4
26,5
27,1
28,4
29,5
30,5
31,4
32,4
33,5
34,2
35,2
36,4
37,2
38,1
39,2
40,2
41,1
42,1
43,5
44,2
45,1
46,1
47,2
49,1
50,4
51,1
52,1
53,2
54,1
55,2
56,1
57,1
58,1
59,2
60,3
61,1
62,3
63,1
66,3
67,1
68,1
69,4
70,1
71,1
72,1
73,2
74,2
76,2
77,1
78,1
79,1
82,1
83,2
85,1
86,1
88,1
89,1
90,1
91,3
92,2
93,2
94,1
95,1
99,1
102,1
104,1
106,1
107,1
108,1
111,2
114,2
116,1
117,1
124,1
126,1
130,1
131,1
135,1
141,1
144,2
146,1
149,1
152,1
154,1
158,1
162,2
167,1
173,1
174,1
179,1
189,1
194,1
203,1
216,1
230,1
234,1
245,1
281,1
300,1
328,1
332,1
334,1
361,1
365,1
382,1
384,1
448,1
564,1
612,1
928,1
1054,1
1500,191
