size,frequency
1,2248
2,192
3,99
4,56
5,33
6,25
7,28
8,23
9,18
10,22
11,12
12,11
13,8
14,9
15,7
16,10
17,5
18,6
19,9
20,5
21,7
22,4
23,1
24,5
25,3
26,11
27,2
28,4
29,4
30,2
31,2
32,2
33,1
34,2
36,2
37,3
38,3
39,2
40,1
41,1
42,2
43,3
45,3
46,2
47,2
48,3
49,2
50,2
51,3
52,2
54,2
55,1
56,4
58,1
60,2
63,1
65,1
66,1
67,1
68,1
70,1
75,1
79,2
85,1
88,2
90,1
95,1
96,1
97,1
100,2
102,1
104,2
105,1
111,1
115,3
117,1
118,1
119,1
120,1
122,1
123,1
124,1
127,1
129,1
133,1
136,2
138,2
139,1
143,2
144,1
145,1
152,2
157,1
160,1
168,1
176,1
177,1
183,1
211,1
212,1
215,1
219,1
222,1
252,1
264,1
271,1
281,1
290,1
324,1
339,1
385,1
389,1
403,1
406,1
482,1
581,1
587,1
624,1
634,1
705,1
1208,1
1239,1
1293,1
