size,frequency
1,1702
2,282
3,128
4,107
5,62
6,49
7,49
8,40
9,19
10,15
11,12
12,20
13,11
14,19
15,13
16,8
17,9
18,6
19,8
20,10
21,6
22,9
23,10
24,8
25,4
26,5
27,4
28,8
29,7
30,3
31,5
32,3
33,5
34,3
35,1
36,4
37,2
38,5
39,4
40,3
41,1
42,2
43,2
44,5
45,4
46,3
47,1
48,1
49,1
50,2
51,2
52,2
53,1
54,3
55,1
56,4
59,2
60,1
61,2
62,1
63,1
65,1
66,2
67,2
70,2
71,1
72,2
74,2
75,2
77,1
79,1
80,1
82,1
83,5
84,1
85,2
87,2
89,1
90,2
93,2
96,1
99,1
100,1
102,2
104,3
107,1
111,2
117,1
122,2
132,1
136,1
138,1
140,1
149,1
155,1
156,1
160,1
164,1
173,1
183,1
214,1
226,1
303,1
313,1
333,1
363,1
373,1
382,1
420,1
428,2
444,1
457,1
464,1
506,1
528,1
652,1
1500,215
