size,frequency
1,1884
2,245
3,120
4,82
5,51
6,38
7,32
8,24
9,25
10,21
11,17
12,20
13,8
14,18
15,8
16,7
17,12
18,9
19,8
20,10
21,8
22,7
23,5
24,7
25,7
26,4
27,6
28,5
29,5
30,4
31,4
32,2
33,2
34,2
35,3
36,3
37,1
38,1
39,1
40,6
41,1
42,2
43,1
44,2
45,1
46,3
48,1
52,2
53,1
54,1
55,1
56,1
58,3
60,1
61,1
63,1
66,2
68,1
70,1
71,1
72,1
77,1
80,1
82,1
83,1
84,1
85,1
91,1
95,1
98,1
99,2
100,2
101,1
103,1
108,1
120,1
122,2
133,1
134,1
135,3
136,1
138,1
144,1
146,1
148,1
153,2
154,1
159,1
161,3
164,1
165,1
166,1
172,2
173,1
196,1
197,1
198,1
201,1
211,1
225,1
267,1
281,1
283,1
299,1
320,1
332,1
334,1
337,1
370,1
373,1
375,1
379,1
394,1
414,1
446,1
471,1
491,1
510,1
515,1
517,1
607,1
706,1
745,1
846,1
858,1
1011,1
1500,175
