size,frequency
1,1755
2,270
3,138
4,84
5,66
6,57
7,35
8,20
9,27
10,20
11,22
12,12
13,8
14,8
15,10
16,9
17,7
18,10
19,9
20,10
21,7
22,5
23,5
24,3
25,2
26,6
27,5
28,2
29,7
30,6
31,2
32,1
33,4
34,3
35,1
36,2
37,6
38,2
39,2
42,4
43,1
45,1
47,3
48,5
49,3
50,1
51,1
52,1
55,3
56,5
57,1
58,1
60,2
61,3
64,1
66,1
67,2
69,1
71,2
72,3
73,2
74,1
75,1
76,1
77,1
78,1
81,2
82,1
83,1
84,1
85,2
90,1
91,2
100,1
101,2
102,3
105,1
106,1
109,1
110,1
115,1
119,1
121,1
125,1
126,2
134,1
136,2
137,1
140,1
142,1
151,1
154,1
161,1
163,2
165,1
178,1
187,1
189,1
191,1
193,1
198,1
218,1
221,1
235,1
240,1
243,1
246,1
265,1
273,1
274,1
285,1
313,2
319,1
344,1
405,1
411,1
418,1
586,1
589,1
692,1
1500,236
