country,month,index_param_comb,index_repetition,n_clusters,max_cluster_size,R,k,yearly_mutation_rate,mean_generation_interval,testing_proba,sequencing_proba
switzerland,01,49,1,5665,2500,0.7581474595349692,0.09241505598872124,14.062151226063689,5.2,0.8674125786860856,0.11021243846835203
switzerland,01,50,1,5665,2500,0.7974443681331995,0.07471054912010928,14.316548790350515,5.2,0.8194479839106693,0.11021243846835203
switzerland,02,01,1,2712,2500,0.988576553706663,0.21246392914924872,13.860424621418993,5.2,0.8551975384319906,0.1312052320149486
switzerland,02,02,1,2712,2500,1.0064751944725523,0.28648686987782906,13.525387872708391,5.2,0.8638482209509515,0.1312052320149486
switzerland,02,03,1,2712,2500,0.961869784641109,0.24281526143053925,14.079971461645028,5.2,0.602372028790737,0.1312052320149486
switzerland,02,04,1,2712,2500,0.98925815610395,0.19381557211497158,14.144815417990573,5.2,0.6844773858782941,0.1312052320149486
switzerland,02,05,1,2712,2500,0.9588282844912427,0.26841409529109184,14.050301716729827,5.2,0.3589704030433589,0.1312052320149486
switzerland,02,06,1,2712,2500,1.0500569132115476,0.2945868764642886,14.488171385456074,5.2,0.6593685842902534,0.1312052320149486
switzerland,02,07,1,2712,2500,0.9874407129869242,0.2743798776337096,14.825979759570433,5.2,0.9065103006949018,0.1312052320149486
switzerland,02,08,1,2712,2500,0.9632863150774663,0.18088093380928286,13.861524881896878,5.2,0.6180629440149701,0.1312052320149486
