n_divergent_transitions,min_Rhat,max_Rhat,t_c1_w,t_c2_w,t_c3_w,t_c4_w,t_w_max,t_c1_s,t_c2_s,t_c3_s,t_c4_s,t_s_max,R_estimate,R_lower_cred_int,R_upper_cred_int,R_Rhat,k_estimate,k_lower_cred_int,k_upper_cred_int,k_Rhat,number_yearly_mutations_estimate,number_yearly_mutations_lower_cred_int,number_yearly_mutations_upper_cred_int,number_yearly_mutations_Rhat,mutation_proba_estimate,mutation_proba_lower_cred_int,mutation_proba_upper_cred_int,mutation_proba_Rhat,testing_proba_estimate,testing_proba_lower_cred_int,testing_proba_upper_cred_int,testing_proba_Rhat,detection_proba_estimate,detection_proba_lower_cred_int,detection_proba_upper_cred_int,detection_proba_Rhat
0,1.0023728518080137,1.005070519134824,193.524,153.475,259.018,152.791,259.018,159.198,104.973,176.496,135.491,176.496,0.674902773716883,0.4956328831984672,0.921966342100684,1.0023728518080137,0.5237267211508126,0.2300693815463832,0.9523638892029205,1.0050188106956808,14.009642466810792,13.053702697169621,14.921441967592182,1.005070519134824,0.18080076830823127,0.16959626509473755,0.19138627205403438,1.0050661369892697,0.4440008411035301,0.07128819538739319,0.9560663054379416,1.0047703772257646,0.044400084110353046,0.007128819538739319,0.09560663054379417,1.0047703772257643
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0009924663484044,1.0024982613963338,115.659,103.487,101.149,183.013,183.013,96.568,101.455,50.176,84.092,101.455,0.6429602470690476,0.5364493469931061,0.8235646208881813,1.001725516849747,0.2552656062496178,0.12437844350992908,0.4699170864333598,1.0024982613963338,13.991480403111627,12.963537833851003,15.012017870619317,1.0010004898771019,0.18058731673618117,0.16852962366175522,0.19242831811089206,1.0009924663484044,0.5963819977676844,0.1621037585385723,0.9748538695432674,1.0022239832507123,0.05963819977676848,0.016210375853857234,0.09748538695432675,1.0022239832507123
0,1.0015556002595978,1.0041295464977413,223.289,171.608,204.883,147.589,223.289,161.699,90.899,96.24,78.353,161.699,0.8132356056412725,0.7499487655250247,0.9155283735165525,1.0019053499936497,0.23371668171252102,0.1323123353536532,0.36472544260413275,1.00314676796239,13.991386371058285,13.02567781652883,14.960737982905268,1.0015591412559919,0.18058827787521647,0.1692648801422678,0.19183852484745498,1.0015556002595978,0.7015444536492427,0.2408266852343732,0.9875451260482747,1.0041295464977413,0.07015444536492431,0.024082668523437323,0.09875451260482748,1.0041295464977413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0012044663094941,1.0172310526689383,130.225,72.308,93.603,123.896,130.225,51.434,45.363,56.211,50.509,56.211,0.6550514301605959,0.43682357004049116,0.9046441361408141,1.0162595066496758,0.592119060718809,0.25020471276741507,1.0863626873996635,1.0012720698410609,13.979733706520687,12.941917638861598,14.983726186097526,1.0012108680592078,0.18045036180064442,0.16827365527229787,0.19210297583774566,1.0012044663094941,0.36326441388298464,0.06122059356699888,0.9291783087342954,1.0172310526689383,0.03632644138829844,0.006122059356699888,0.09291783087342954,1.0172310526689383
0,1.0015342146661832,1.004060504301809,174.024,176.398,182.547,154.868,182.547,228.649,126.167,113.185,134.247,228.649,0.8127264335021496,0.6987631968427119,0.9963823153235727,1.004060504301809,0.4477419318019289,0.21624340576060408,0.7494296455319323,1.0025935541089774,14.011096338721082,13.045907942203842,15.046008241327288,1.001541806128998,0.18081672023942053,0.16950410796814275,0.19281901955219077,1.0015342146661832,0.5469565331869328,0.0970846071885794,0.9799541156715453,1.0017060021542952,0.054695653318693305,0.00970846071885794,0.09799541156715454,1.0017060021542952
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9996023867745958,1.0031464684917408,80.092,104.81,81.176,68.95,104.81,63.712,68.639,61.737,65.54,68.639,0.6179981914873129,0.401490321565693,0.8609210834442106,1.0028103549858454,0.49678875556230134,0.1934218356134639,0.9699976235880982,0.9996023867745958,14.002259047304825,13.038537205590103,14.975233873042898,1.0027240239126278,0.18071424399355274,0.16941695472751644,0.1920052923357478,1.0027160635261212,0.3504680984809204,0.06259591075528231,0.9110089660496071,1.0031464684917408,0.03504680984809205,0.006259591075528231,0.09110089660496072,1.0031464684917408
0,1.003851777681755,1.005185081221257,303.297,212.532,262.451,220.894,303.297,262.729,269.069,204.261,191.546,269.069,0.8098238919154677,0.6618142811431955,1.0189271075880255,1.005185081221257,0.6491311017454198,0.30532324171113007,1.164268170490416,1.003851777681755,14.015120208993336,13.010679239417104,14.957648922952552,1.003939314068409,0.18086512735743324,0.16908747259202656,0.19180298243315075,1.0039006104377588,0.4765641305128598,0.07214514625213267,0.9756030070371531,1.0047538066726647,0.047656413051285956,0.007214514625213266,0.09756030070371531,1.0047538066726647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9996511216766468,1.0024911352761632,237.203,87.003,143.208,164.61,237.203,60.79,77.628,82.367,54.781,82.367,0.6975346602137319,0.6139714084727684,0.8421678181275831,1.002424731196426,0.24154085202250394,0.12219066404625219,0.393715332417235,1.00232887925454,14.0181874785319,13.075068672942377,15.016861400587194,0.9996636170392458,0.18090046416421304,0.16984882205387938,0.19248400333351492,0.9996511216766468,0.6403142863779623,0.20364870924283057,0.9751306135887182,1.0024911352761632,0.0640314286377962,0.02036487092428306,0.09751306135887182,1.0024911352761632
0,1.0024047543965604,1.0077054057464319,274.52,224.282,249.087,313.882,313.882,120.721,182.747,130.257,140.912,182.747,0.8884394986593549,0.8339779455672531,0.9630308619013537,1.0077054057464319,0.20422818863100906,0.11630419834665233,0.3023473912262051,1.0043316153766881,14.016173262856643,13.018282295568648,15.00275903015738,1.0024047543965604,0.18087589964717204,0.1691774086011766,0.19232185982839634,1.0024085455789822,0.7055038672064695,0.2701557668031837,0.9841189360026614,1.0062746521811186,0.07055038672064701,0.027015576680318374,0.09841189360026616,1.0062746521811186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0015345725813456,1.0068441721864876,132.388,211.411,160.583,132.191,211.411,79.5,115.614,141.06,130.466,141.06,0.721950874919576,0.5669443357087054,0.948203260079422,1.0068441721864876,0.46530135866767364,0.2129478027682194,0.8869342531805515,1.0057443177389302,14.01905633651748,13.003246619636213,15.041039791443676,1.0015453885999475,0.18090896767468218,0.16899954347832427,0.19276192165750594,1.0015345725813456,0.4723456560159278,0.08012577982810497,0.9487635914180066,1.0034918153959262,0.047234565601592775,0.008012577982810498,0.09487635914180066,1.0034918153959262
0,1.0001287316378893,1.0047026222634008,390.625,469.535,344.574,612.517,612.517,227.179,240.647,428.702,182.435,428.702,0.9186113855332446,0.8165884728319012,1.0733916116297206,1.0047026222634008,0.5712475283555541,0.28712369539686133,0.9228283353956169,1.000710956681079,13.991402632135298,13.014988862773428,14.95413188923171,1.00013206415924,0.18058734267710927,0.16913845193268476,0.19176251386948528,1.0001287316378893,0.5344881236012953,0.0845443775980015,0.9719198658346191,1.0032432036674794,0.053448812360129536,0.00845443775980015,0.09719198658346191,1.0032432036674794
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0024640269749954,1.018735037504158,128.782,169.052,178.986,109.801,178.986,95.421,100.336,134.605,113.79,134.605,0.7164846530779085,0.5351770344565687,0.9469683103014941,1.0133889448737066,0.5810467523562586,0.2635884931816412,1.0367574228206806,1.002703631203598,14.020740219920421,13.011427522663574,15.02118934638217,1.002474825201691,0.18092869987740356,0.16909632448904852,0.19253375790618912,1.0024640269749954,0.4364626966085756,0.0692777181081876,0.9598005447086758,1.018735037504158,0.043646269660857565,0.006927771810818761,0.09598005447086759,1.018735037504158
0,1.000511164077096,1.0051578369943024,296.165,229.908,418.3,271.235,418.3,149.836,182.881,370.935,138.147,370.935,0.838790951252562,0.7459499429569735,0.9930368636244691,1.0051578369943024,0.37899289723992646,0.19294321988349014,0.6197883884029691,1.000511164077096,14.006703439185765,12.995684204154877,14.998177097993556,1.0012123210446235,0.18076520465843124,0.1689100691436494,0.19226917144423733,1.0012119080394375,0.5945607097544124,0.12515875683141223,0.9836820453264398,1.0035443921206637,0.05945607097544124,0.012515875683141222,0.09836820453264397,1.0035443921206637
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.001595199577473,1.0068656274164471,117.343,106.43,172.232,92.689,172.232,73.126,79.02,62.158,57.494,79.02,0.6807588421354895,0.6185575631473047,0.7754812851374154,1.0038838367606873,0.1447317952109296,0.08110929035758424,0.22409735161171546,1.001595199577473,14.014420123506486,13.05068875570569,14.920825378811784,1.0054964187653732,0.18085727200121435,0.16956063270003627,0.19137917369437968,1.0055108791751888,0.7263378591934243,0.3004317699781519,0.9899297176523668,1.0068656274164471,0.07263378591934248,0.03004317699781519,0.09899297176523669,1.0068656274164471
0,0.9987724683594911,1.0076734130475402,1474.44,843.723,628.489,664.05,1474.44,706.334,566.08,348.73,367.955,706.334,0.9121538636388755,0.870609071250626,0.9659830651918303,0.9987724683594911,0.15658936981968397,0.08954288820312299,0.22310796501676125,1.0037126754494723,13.996519566921123,13.012007570917904,14.952555605796594,1.0076542453386668,0.1806484645368418,0.1691031861377465,0.19174437579159911,1.0076734130475402,0.7568517837585728,0.3192840557222276,0.9907676310490791,1.0012710340474036,0.07568517837585724,0.03192840557222276,0.09907676310490791,1.0012710340474038
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9996209745770025,1.0032688863464287,262.377,257.172,186.285,187.538,262.377,175.206,112.724,146.89,109.936,175.206,0.7603088857633906,0.6437991783771607,0.956228892712875,1.0027344515958758,0.4378533066749871,0.21557247290904258,0.7630267361985604,0.9996209745770025,13.976717337561483,13.022652289905894,14.970416579993435,1.00243406645118,0.18041586095626977,0.16922909643863454,0.19194987577091574,1.0024336690963176,0.5712209049838642,0.11701043911405243,0.9845387028624548,1.0032688863464287,0.0571220904983864,0.011701043911405244,0.09845387028624548,1.0032688863464287
0,1.000833239594773,1.0031340348629179,667.767,935.758,408.864,1936.09,1936.09,491.654,200.195,378.296,196.999,491.654,0.9270109954286792,0.853896427330112,1.0479169248837663,1.0029046910997403,0.37210156755313906,0.21403944633522692,0.5701018652819784,1.000833239594773,13.996168840020035,13.04242842025878,14.978544364311935,1.0030659302989489,0.18064416979912165,0.16946296653145987,0.19204337290723142,1.0030828354944676,0.6186073431041841,0.1555416758404863,0.9855865427794561,1.0031340348629179,0.06186073431041842,0.01555416758404863,0.0985586542779456,1.0031340348629179
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0004892080615697,1.0043381212959297,150.119,247.577,243.399,184.139,247.577,202.667,137.987,116.267,157.087,202.667,0.7587326638142643,0.612817837590661,0.9822110037983584,1.0004892080615697,0.5000305978849358,0.23470547010846338,0.916103250060737,1.0043381212959297,14.001798636429758,12.986013674635235,14.99907509003705,1.0017374125290812,0.18070741165545465,0.1687956387878705,0.19227949795532145,1.0017212442223122,0.4959599091963905,0.0694152166462218,0.96642639862968,1.0009286054677937,0.04959599091963904,0.00694152166462218,0.09664263986296802,1.0009286054677937
0,0.9997453303354555,1.0048418887598436,477.553,608.034,525.58,594.726,608.034,335.584,304.814,320.088,418.502,418.502,0.923457885580698,0.8370025986551057,1.0634844090121074,1.0048418887598436,0.4810005378695546,0.2660896141502782,0.8069403285877943,0.9997453303354555,14.001839253196122,13.046702923191887,14.929317564586675,1.000080087184617,0.18071095290024164,0.16951350760272038,0.1914769315622723,1.0000723559198859,0.5745005982913038,0.10505815904312463,0.9763749010090887,1.0038156520191808,0.057450059829130415,0.010505815904312463,0.09763749010090889,1.0038156520191808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0033490766123607,1.0128231590939607,211.038,124.761,259.606,111.802,259.606,86.888,54.645,71.933,72.901,86.888,0.6778194694863346,0.6304579949671868,0.7345516990547577,1.0073619274106422,0.08280311905485654,0.04687392377788997,0.11834896639671243,1.0072549457211413,13.998275856108851,12.974919041410496,14.982913815704757,1.0033521678699744,0.18066636491072252,0.16866433776531597,0.19209363202102278,1.0033490766123607,0.7842181959212661,0.39923612220591265,0.9906031418206285,1.0128231590939607,0.07842181959212662,0.039923612220591265,0.09906031418206285,1.0128231590939607
0,0.9991261050714982,1.0042179099666935,1340.18,968.677,675.643,602.27,1340.18,399.443,274.525,329.157,301.793,399.443,0.9036229850126857,0.8658858183150098,0.9481913122136689,0.9991261050714982,0.09410465098099043,0.055695436555416505,0.12799060092218945,1.0042179099666935,13.998857325222936,13.049502835191971,14.96103273065521,0.9999880085063926,0.18067560316855755,0.16954661169753465,0.19184191611942358,1.0000011893698542,0.786928985922526,0.3946413886307466,0.9935258173454528,1.0026653619965942,0.07869289859225262,0.03946413886307467,0.0993525817345453,1.0026653619965942
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0022743409413197,1.0126066629251889,245.142,240.68,223.603,240.922,245.142,114.583,127.13,111.401,220.347,220.347,0.7573656453620642,0.650546435215046,0.9315890130511666,1.0101934298599278,0.3570495923145412,0.18877841292016379,0.5958931965363988,1.0055657548008494,13.985885939107224,13.02919702411466,15.013395664139276,1.0022743409413197,0.1805226908794609,0.16930650086305682,0.19244415880308824,1.0022975610482041,0.5887988489020762,0.13733054811408296,0.9757819894484341,1.0126066629251889,0.05887988489020762,0.013733054811408298,0.09757819894484342,1.0126066629251889
0,0.998709590292553,1.001248087265295,466.686,535.261,878.199,459.39,878.199,204.669,165.553,243.721,252.907,252.907,0.9310875151282232,0.8640874246748338,1.0324352548776714,0.998709590292553,0.33788836223914276,0.19377256422860062,0.5263631680434835,1.001248087265295,13.99772914612793,13.035231344706629,14.91281537910651,0.9989783257607381,0.180662320491803,0.16937786242965738,0.19128695589084072,0.9989810640512958,0.6233938533389924,0.17372167763711943,0.9778693471428495,0.998861004919774,0.06233938533389926,0.017372167763711945,0.09778693471428494,0.998861004919774
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0013201949840802,1.0045110489639262,217.18,231.076,200.105,297.863,297.863,281.757,225.508,139.896,163.504,281.757,0.8321707775045616,0.7004537853382546,1.0206820118717643,1.0033806775280842,0.5866157672184384,0.27866884036640194,1.0491895580661157,1.0013201949840802,13.999477151533792,13.036946540085104,14.959055343735088,1.0024211413611992,0.1806824597976189,0.16939814505909118,0.19181916476879557,1.0024330908943722,0.5018231944937138,0.0800174802169344,0.9735686065728404,1.0045110489639262,0.050182319449371356,0.008001748021693442,0.09735686065728405,1.0045110489639262
0,1.000241458530838,1.006733033770753,568.679,706.087,614.514,579.554,706.087,351.465,618.402,267.955,345.014,618.402,0.9520418280683024,0.8711239327002416,1.0814947758169202,1.0055338877680193,0.5413973547441411,0.29590309913570484,0.8818104473603677,1.0024554559431615,13.991683339183494,12.997761363341054,14.936974660936563,1.000241458530838,0.18059073159170866,0.16893464592995364,0.19156506606002024,1.0002517698539712,0.5767196521869622,0.10149621021045546,0.9853940324467029,1.006733033770753,0.05767196521869617,0.010149621021045548,0.0985394032446703,1.006733033770753
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.003949920130205,1.0059731998901789,164.822,107.22,101.057,153.331,164.822,87.729,88.187,68.866,72.669,88.187,0.5402524037603516,0.4145902034450534,0.7345491801387559,1.0044105174300075,0.24397451701602413,0.12234313202029999,0.38674594349014096,1.0043867499153434,14.017527869986939,12.992308717465027,15.01249232136531,1.003949920130205,0.18089189631505181,0.16887012917980748,0.19243377298710168,1.0039872265392475,0.5077663740865641,0.1123610516493314,0.9525801833557467,1.0059731998901789,0.1523299122259692,0.03370831549479942,0.28577405500672404,1.0059731998901789
0,1.0053035133708972,1.0152902292446626,148.52,235.716,126.307,111.721,235.716,80.423,71.583,117.278,99.081,117.278,0.7443923229005565,0.6590704203040099,0.8761914662531075,1.0141282330113868,0.2577582957421756,0.14186278304861852,0.36226468471869094,1.007609101985751,14.04730541580111,13.12141377272742,15.016157835879522,1.0053366614525616,0.18123976596659094,0.17039638084661335,0.1924759149405227,1.0053035133708972,0.6054951018079019,0.1651495572969891,0.9745239267512712,1.0152902292446626,0.1816485305423705,0.04954486718909673,0.2923571780253813,1.0152902292446626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0008124500295155,1.0030246031588037,63.411,77.657,79.48,77.065,79.48,76.336,42.376,64.968,58.663,76.336,0.5881548248339564,0.34102100004478986,0.8228399741652858,1.0030246031588037,0.4795544211909274,0.22404869478116207,0.8653394060989675,1.0008124500295155,14.022654519010224,12.981363130435954,14.982723740451805,1.0009388820452885,0.18095132156486735,0.16874060374258565,0.1920914457196199,1.000987463223662,0.27725897926259724,0.05477333227081681,0.833577021779216,1.002219892509222,0.0831776937787792,0.016431999681245042,0.2500731065337648,1.0022198925092218
0,1.0003557579506852,1.0122434140950436,133.816,162.78,183.065,206.82,206.82,99.156,161.476,132.719,206.856,206.856,0.6998761775851278,0.5652605637540029,0.8986824904131864,1.0122434140950436,0.39913989767069086,0.22004370111391558,0.5990183238503226,1.003639369611633,14.014266116686363,13.014982160237471,14.954233770711792,1.0003557579506852,0.18085484484544506,0.16913837280001703,0.1917636861820869,1.0003728234251854,0.5097139083729287,0.10232167042698505,0.974212658603336,1.0117849735535236,0.15291417251187855,0.03069650112809551,0.2922637975810008,1.0117849735535236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0003309170304264,1.0058609251854713,109.957,137.48,97.493,126.726,137.48,78.38,74.204,117.508,107.727,117.508,0.575611630657564,0.33969137041925906,0.804023497192,1.0033580306528413,0.5316966520490536,0.24325915000002035,0.9629088103312486,1.0003309170304264,14.005214204256282,13.002435187149926,15.045940706617605,1.0046696988424972,0.18074693914168818,0.1689899434691942,0.19281824347697202,1.0047148774433823,0.2617753254680163,0.0571225962282221,0.7732236063638922,1.0058609251854713,0.07853259764040489,0.01713677886846663,0.23196708190916768,1.0058609251854713
0,0.9997441816097229,1.0089173105501361,169.462,184.863,130.573,133.789,184.863,107.967,110.825,86.091,171.347,171.347,0.7152942125475943,0.5283875928361484,0.933807749390537,1.0081582490602907,0.5673485513965769,0.3066441390775317,0.8943929995894114,1.008229449547627,13.989763192139392,12.970554682925854,14.966708748372245,0.9997441816097229,0.18056730272539653,0.16861268142860372,0.19190721897990148,0.9997609484122075,0.4065807959518312,0.06658353536981274,0.940781730343488,1.0089173105501361,0.12197423878554936,0.01997506061094382,0.28223451910304637,1.0089173105501361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0037412744764667,1.0088273451395897,138.724,246.884,145.702,112.864,246.884,158.223,64.279,136.981,80.929,158.223,0.5859033708133171,0.49937160422466725,0.7303852533553588,1.0037412744764667,0.21438007940525033,0.12650007174334946,0.31544130988195557,1.0088273451395897,14.02250143400088,13.089230985614511,15.008424407045114,1.004416790545772,0.18095064660118693,0.17001618545285266,0.19238700210024387,1.004444859213255,0.6342755558749242,0.2026529934316453,0.9832338624083861,1.006177022616431,0.19028266676247713,0.06079589802949359,0.2949701587225158,1.006177022616431
0,1.001990714534373,1.0150594699063684,494.146,341.722,402.131,549.388,549.388,177.473,155.3,285.214,240.094,285.214,0.8007728306846533,0.7490873225111582,0.8726993090679095,1.0103327273424465,0.1525375471517605,0.09095410042946292,0.20433690199075377,1.0120962588747124,14.014623144262186,13.04706220887929,14.993406965901615,1.0019933656014695,0.18085770269518633,0.16951775562391158,0.1922143154425931,1.001990714534373,0.713876750953542,0.2803775736112422,0.9862343766055202,1.0150594699063684,0.21416302528606251,0.08411327208337266,0.295870312981656,1.0150594699063684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9988824655606501,1.0042758768107074,132.941,192.889,128.209,159.161,192.889,111.783,96.2,90.836,143.119,143.119,0.6656899429037284,0.46512140613612846,0.9007250960568869,1.003173787613406,0.5731886824778483,0.32448610888349244,0.9400172656232362,1.0042758768107074,13.991443895128741,13.035729579760483,14.954769408822068,0.9988898825928922,0.18058855373118432,0.1693837542741159,0.19176984957861276,0.9988824655606501,0.38759695433333907,0.06764640013235619,0.936381632499469,1.0024610953577344,0.11627908630000165,0.02029392003970686,0.2809144897498407,1.0024610953577344
0,1.0033441477327791,1.0145398604322897,415.223,558.515,510.496,335.81,558.515,214.392,119.026,319.277,349.721,349.721,0.7848743148993119,0.6803165540952352,0.9431716181334324,1.0145398604322897,0.37056855933974353,0.2052044457119401,0.5331122422295373,1.004390626719099,14.041483135045512,13.02721524912108,15.022132883814646,1.0033441477327791,0.18117164540477837,0.16928306316047004,0.19254460464699316,1.0033565892425556,0.5518891235291449,0.11695900347332179,0.9645007593081929,1.0125852270974434,0.16556673705874342,0.03508770104199653,0.2893502277924579,1.0125852270974434
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9994003536611987,1.003815708328983,131.752,246.32,157.294,173.492,246.32,138.16,100.422,173.548,131.59,173.548,0.6198772241714605,0.420150303317561,0.8497995138313735,1.003785388204318,0.4572966354056516,0.23408121661659712,0.7842670519786197,0.9994003536611987,14.00824632905098,13.07044612029766,14.952647148279102,1.0038129608818718,0.18078486348349912,0.16979418762123716,0.19174542858038665,1.003815708328983,0.3508578437625534,0.06443383073776775,0.8790765530735887,1.0035650650332926,0.10525735312876607,0.019330149221330327,0.26372296592207656,1.0035650650332926
0,0.9989095215313935,1.0004135020954337,212.693,165.698,170.492,205.422,212.693,164.318,104.803,175.604,151.889,175.604,0.7884044359937029,0.6592092586759377,0.9828629089184531,1.0004135020954337,0.4759915581108021,0.27540158242722856,0.6942266087787348,0.9989095215313935,14.011624074704763,13.064128646220592,14.965565464583559,0.9992722101006559,0.18082427013405422,0.1697195149267642,0.1918940661385707,0.9992737139717116,0.5085144904695567,0.08988229161519126,0.970489540596646,1.0001629449457954,0.15255434714086696,0.026964687484557374,0.2911468621789938,1.0001629449457954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0030799071886412,1.0137893799444126,106.714,99.584,154.514,119.433,154.514,65.254,106.236,67.843,162.868,162.868,0.6192704847512883,0.5661125247352166,0.699655188237721,1.0137893799444126,0.12864300587321437,0.08250316725292456,0.16845494823236146,1.0052690490876637,14.026186635178005,13.036169027728292,14.99291738905904,1.0031218256043866,0.1809929637850988,0.1693889502574662,0.19220868507495772,1.0030799071886412,0.761492048099063,0.35599244606875263,0.9888965939913587,1.010867683959439,0.22844761442971898,0.1067977338206258,0.29666897819740756,1.010867683959439
0,1.0029853131779944,1.0060220913599924,318.653,458.801,437.097,916.288,916.288,199.622,260.118,264.714,150.678,264.714,0.8408942810401988,0.7953467030926333,0.9077807962285217,1.0029853131779944,0.14195372212970203,0.07976404891066162,0.18459610049915207,1.0051439182691175,13.992233604575885,13.029465021157947,14.970353254158356,1.0031659244661446,0.18059765812302742,0.16930967045135045,0.19194914726702658,1.003167085256771,0.7563371198527487,0.2839984082839805,0.9903498711628886,1.0060220913599924,0.22690113595582465,0.08519952248519415,0.2971049613488666,1.0060220913599924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
