date,x,country,estimate_type,value,boundary_low,boundary_high
2021-01-01,0,Switzerland,Cori_slidingWindow,0.8402909191383178,0.771658162934965,0.9089236753416704
2021-01-02,0.03296703296703297,Switzerland,Cori_slidingWindow,0.8138136107750382,0.7488849782717821,0.8787422432782943
2021-01-03,0.06593406593406594,Switzerland,Cori_slidingWindow,0.7920257760327827,0.7304630179685421,0.8535885340970233
2021-01-04,0.09890109890109891,Switzerland,Cori_slidingWindow,0.7809083841770866,0.72222641791649,0.8395903504376833
2021-01-05,0.13186813186813187,Switzerland,Cori_slidingWindow,0.7832207638472974,0.7269363912322877,0.8395051364623072
2021-01-06,0.16483516483516483,Switzerland,Cori_slidingWindow,0.7961717344024786,0.7415398330227735,0.8508036357821837
2021-01-07,0.19780219780219782,Switzerland,Cori_slidingWindow,0.8136645095513527,0.75947745390346,0.8678515651992454
2021-01-08,0.23076923076923078,Switzerland,Cori_slidingWindow,0.8314072508062077,0.7757929326824942,0.8870215689299212
2021-01-09,0.26373626373626374,Switzerland,Cori_slidingWindow,0.847333911978543,0.7883738871983914,0.9062939367586946
2021-01-10,0.2967032967032967,Switzerland,Cori_slidingWindow,0.8622407056268436,0.7987406777631482,0.9257407334905392
2021-01-11,0.32967032967032966,Switzerland,Cori_slidingWindow,0.8780883347892674,0.8097567619547221,0.9464199076238128
2021-01-12,0.3626373626373626,Switzerland,Cori_slidingWindow,0.8958258532277349,0.8239723903542759,0.9676793161011938
2021-01-13,0.39560439560439564,Switzerland,Cori_slidingWindow,0.9132165351701388,0.839630797208406,0.9868022731318716
2021-01-14,0.4285714285714286,Switzerland,Cori_slidingWindow,0.9252725373194036,0.8516645463978444,0.9988805282409632
2021-01-15,0.46153846153846156,Switzerland,Cori_slidingWindow,0.9286537414928822,0.8566649959387463,1.000642487047018
2021-01-16,0.4945054945054945,Switzerland,Cori_slidingWindow,0.924948711410904,0.8556713099865505,0.9942261128352574
2021-01-17,0.5274725274725275,Switzerland,Cori_slidingWindow,0.9192684619263524,0.8526584842154881,0.9858784396372168
2021-01-18,0.5604395604395604,Switzerland,Cori_slidingWindow,0.9153656574650104,0.8503176767884506,0.9804136381415702
2021-01-19,0.5934065934065934,Switzerland,Cori_slidingWindow,0.9156007963400358,0.8504118257735266,0.980789766906545
2021-01-20,0.6263736263736264,Switzerland,Cori_slidingWindow,0.9190966083137564,0.851827171439833,0.9863660451876798
2021-01-21,0.6593406593406593,Switzerland,Cori_slidingWindow,0.922400787067538,0.8522848440510431,0.992516730084033
2021-01-22,0.6923076923076923,Switzerland,Cori_slidingWindow,0.921716071293182,0.8495843933566786,0.9938477492296856
2021-01-23,0.7252747252747253,Switzerland,Cori_slidingWindow,0.9153916817386406,0.8426202041277403,0.9881631593495408
2021-01-24,0.7582417582417582,Switzerland,Cori_slidingWindow,0.9060188058223642,0.8340504784023984,0.97798713324233
2021-01-25,0.7912087912087913,Switzerland,Cori_slidingWindow,0.8976769158354858,0.8280505426004663,0.9673032890705052
2021-01-26,0.8241758241758242,Switzerland,Cori_slidingWindow,0.8924613905192893,0.826615232437339,0.9583075486012396
2021-01-27,0.8571428571428572,Switzerland,Cori_slidingWindow,0.8884936407469756,0.8272148523501496,0.9497724291438016
2021-01-28,0.8901098901098902,Switzerland,Cori_slidingWindow,0.8819749565123787,0.824845526009029,0.9391043870157284
2021-01-29,0.9230769230769231,Switzerland,Cori_slidingWindow,0.871646335234316,0.8159167594155561,0.927375911053076
2021-01-30,0.9560439560439561,Switzerland,Cori_slidingWindow,0.858638231080362,0.801624399147556,0.915652063013168
2021-01-31,0.989010989010989,Switzerland,Cori_slidingWindow,0.8467731532038724,0.7867413141372658,0.906804992270479
2021-02-01,1.021978021978022,Switzerland,Cori_slidingWindow,0.8399935809721193,0.7752366311254653,0.9047505308187732
2021-02-02,1.054945054945055,Switzerland,Cori_slidingWindow,0.8405543310409744,0.7706774040679275,0.9104312580140214
2021-02-03,1.087912087912088,Switzerland,Cori_slidingWindow,0.8475330241548238,0.773745475711508,0.9213205725981396
