size,frequency
1,1152
2,208
3,98
4,63
5,45
6,29
7,27
8,14
9,17
10,6
11,15
12,11
13,7
14,8
15,5
16,6
17,3
18,4
19,7
20,2
21,3
22,6
23,1
25,3
26,4
27,6
29,3
30,2
31,2
32,3
33,2
34,1
35,2
36,2
37,1
39,1
40,1
41,1
42,1
43,2
44,2
45,1
46,1
47,1
49,2
50,3
52,1
58,1
59,1
60,1
61,1
62,2
63,1
64,2
65,1
67,1
69,1
71,1
73,3
76,1
80,1
85,1
89,1
90,1
91,1
94,2
98,1
108,1
124,1
126,2
132,2
133,1
140,1
154,1
166,1
172,1
174,1
175,1
178,1
181,1
187,1
188,1
201,1
210,1
214,1
215,1
216,1
219,1
224,2
229,1
231,1
235,1
245,1
249,1
259,1
285,1
287,1
296,1
301,1
310,1
317,1
321,1
328,1
333,1
352,1
356,1
364,1
369,2
385,1
403,1
416,1
428,1
457,1
518,1
553,2
570,1
582,1
611,1
617,1
751,1
865,1
928,1
952,1
1238,1
1353,1
1400,1
1437,1
1643,1
1800,1
2348,1
2500,3
